,510010.SH,510030.SH,510050.SH,510070.SH,510090.SH,510110.SH,510120.SH,510130.SH,510160.SH,510180.SH,510190.SH,510210.SH,510220.SH,510230.SH,510270.SH,510280.SH,510290.SH,510300.SH,510310.SH,510330.SH,510360.SH,510410.SH,510420.SH,510430.SH,510440.SH,510500.SH,510510.SH,510520.SH,510560.SH,510580.SH,510630.SH,510650.SH,510660.SH,510680.SH,510710.SH,510810.SH,510880.SH,510900.SH,511010.SH,511210.SH,511220.SH,511600.SH,511660.SH,511680.SH,511690.SH,511700.SH,511800.SH,511810.SH,511820.SH,511830.SH,511850.SH,511860.SH,511880.SH,511890.SH,511900.SH,511910.SH,511920.SH,511930.SH,511960.SH,511970.SH,511980.SH,511990.SH,512000.SH,512010.SH,512070.SH,512100.SH,512120.SH,512210.SH,512220.SH,512230.SH,512300.SH,512310.SH,512330.SH,512340.SH,512500.SH,512510.SH,512600.SH,512610.SH,512640.SH,512660.SH,512680.SH,512810.SH,512880.SH,512990.SH,513030.SH,513100.SH,513500.SH,513600.SH,513660.SH,518800.SH,518880.SH,510020.SH,510060.SH,510170.SH,510260.SH,510150.SH
2011-02-01,0.8316,0.877,2.5785,1.0388,1.1071,0.9447,0,1.0724,1.074,2.4955,0.9833,1.001,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7524,0.869,0.9262,0,0.966
2011-02-09,0.8226,0.8651,2.5431,1.0294,1.0952,0.9306,0,1.0625,1.0638,2.4645,0.9741,1.001,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745,0.8623,0.9061,0,0.966
2011-02-10,0.8371,0.8808,2.5864,1.0568,1.1154,0.9455,0,1.0831,1.0822,2.5109,0.991,1.001,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7561,0.8694,0.9262,0,0.966
2011-02-11,0.8393,0.8818,2.5877,1.0663,1.119,0.9455,0,1.092,1.0865,2.5187,0.9952,1.002,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7524,0.8713,0.9253,0,1.0009
2011-02-14,0.8672,0.914,2.6783,1.0851,1.156,0.9836,0,1.1175,1.1141,2.596,1.0232,1.002,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782,0.8952,0.96,0,1.0009
2011-02-15,0.8661,0.9106,2.6717,1.0825,1.1548,0.9824,0,1.1195,1.1138,2.596,1.0224,1.002,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7819,0.8963,0.9724,0,1.0009
2011-02-16,0.8727,0.9137,2.6822,1.0971,1.1632,0.9876,0,1.1319,1.1233,2.6115,1.0281,1.002,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7856,0.9,0.9923,0,1.0009
2011-02-17,0.8716,0.9133,2.677,1.1005,1.1632,0.986,0,1.1337,1.1225,2.6115,1.0235,1.002,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7819,0.899,0.9904,0,1.0009
2011-02-18,0.8638,0.9058,2.6547,1.086,1.1536,0.9776,0,1.1206,1.1114,2.5883,1.0124,1.005,1.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7745,0.8913,0.9771,0,1.0118
2011-02-21,0.8727,0.9126,2.6756,1.11,1.1667,0.9852,0,1.1381,1.1238,2.6154,1.0232,1.005,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782,0.8982,0.9963,0,1.0118
2011-02-22,0.846,0.8856,2.6035,1.0885,1.1309,0.9575,0,1.1017,1.089,2.538,0.9898,1.005,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7598,0.8717,0.978,0,1.0118
2011-02-23,0.8483,0.8849,2.61,1.104,1.1333,0.9587,0,1.1096,1.0905,2.5496,0.9898,1.005,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7635,0.8709,0.9883,0,1.0118
2011-02-24,0.8527,0.8897,2.6179,1.1031,1.1369,0.9639,0,1.1195,1.0954,2.5651,0.994,1.005,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7635,0.8758,0.996,0,1.0184
2011-02-25,0.8549,0.8924,2.6218,1.1057,1.1405,0.9676,0,1.1199,1.0954,2.569,0.9948,1.003,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7635,0.8766,0.9948,0,1.0138
2011-02-28,0.865,0.9,2.6402,1.1203,1.156,0.9744,0,1.1381,1.1089,2.596,1.0048,1.003,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672,0.8834,1.0028,0,1.027
2011-03-01,0.8705,0.9065,2.6586,1.1271,1.1643,0.982,0,1.1436,1.1111,2.6115,1.0074,1.003,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708,0.8862,1.0072,0,1.0349
2011-03-02,0.8694,0.9096,2.6665,1.1254,1.1655,0.9844,0,1.133,1.1046,2.6077,1.0032,1.003,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708,0.8819,1.0056,0,1.0339
2011-03-03,0.8705,0.9167,2.6809,1.1091,1.1667,0.9908,0,1.1168,1.1024,2.6038,1.0048,1.003,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672,0.8814,0.9901,0,1.0148
2011-03-04,0.885,0.9308,2.7176,1.122,1.1846,1.0061,0,1.1361,1.1201,2.6425,1.0178,1.012,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782,0.8931,1.0063,0,1.0233
2011-03-07,0.9028,0.9513,2.7728,1.1348,1.2073,1.0302,0,1.1574,1.1412,2.6966,1.0354,1.012,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7967,0.9101,1.0481,0,1.0312
2011-03-08,0.905,0.952,2.7728,1.1365,1.2121,1.0302,0,1.1612,1.1427,2.7005,1.0366,1.012,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7967,0.9103,1.0497,0,1.0349
2011-03-09,0.9039,0.9513,2.7688,1.1374,1.2121,1.0282,0,1.1639,1.141,2.6966,1.035,1.012,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0.9128,1.0426,0,1.0329
2011-03-10,0.8828,0.9277,2.7058,1.1194,1.1858,1.0025,0,1.146,1.1196,2.6425,1.017,1.012,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782,0.895,1.0146,0,1.0296
2011-03-11,0.8739,0.9174,2.677,1.1143,1.1739,0.9916,0,1.135,1.1111,2.6154,1.0071,1.0041,1.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708,0.8855,1.0072,0,1.0263
2011-03-14,0.875,0.9205,2.6835,1.1254,1.1787,0.9924,0,1.1381,1.1191,2.6231,1.0113,1.0041,1.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708,0.883,1.0072,0,1.0388
2011-03-15,0.8605,0.9044,2.6376,1.1074,1.1596,0.974,0,1.1158,1.1044,2.5767,0.9936,1.0041,1.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7598,0.8693,0.9858,0,1.0233
2011-03-16,0.875,0.9161,2.677,1.1194,1.1787,0.9896,0,1.133,1.123,2.6154,1.0059,1.0041,1.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708,0.8807,1.0125,0,1.0312
2011-03-17,0.8616,0.9044,2.6428,1.1005,1.1596,0.974,0,1.1134,1.1024,2.5767,0.9929,1.0041,1.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7635,0.8696,0.9985,0,1.0204
2011-03-18,0.8672,0.9075,2.6586,1.1143,1.1655,0.9776,0,1.1209,1.1044,2.5922,0.9948,0.9949,0.9959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7635,0.871,1.0019,0,1.0233
2011-03-21,0.8672,0.9075,2.6599,1.1074,1.1643,0.9792,0,1.1154,1.1012,2.5883,0.9936,0.9949,0.9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672,0.8713,1.0022,0,1.0128
2011-03-22,0.8727,0.9178,2.6835,1.1074,1.1739,0.9904,0,1.1175,1.1084,2.6077,0.9998,0.9949,0.9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7708,0.8752,1.0056,0,1.0095
2011-03-23,0.8839,0.927,2.7098,1.1263,1.1882,0.9997,0,1.1364,1.1208,2.6386,1.009,0.9949,0.9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782,0.8826,1.0184,0,1.0197
2011-03-24,0.8794,0.9226,2.6953,1.1228,1.1822,0.9957,0,1.1326,1.1148,2.627,1.0048,1.0055,0.9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7745,0.8789,1.0125,0,1.0174
2011-03-25,0.8917,0.9359,2.7386,1.1348,1.1978,1.0121,0,1.1443,1.1293,2.6618,1.0147,1.0157,1.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7856,0.8885,1.0329,0,1.0227
2011-03-28,0.8939,0.939,2.7465,1.134,1.1989,1.0145,0,1.144,1.1347,2.6657,1.0147,1.0164,1.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7893,0.8897,1.0367,0,1.0111
2011-03-29,0.8894,0.9397,2.7373,1.1143,1.1942,1.0145,0,1.1285,1.126,2.6502,1.009,1.0086,0.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7819,0.8864,1.0165,0,0.9927
2011-03-30,0.8883,0.9383,2.7439,1.1177,1.193,1.0165,0,1.123,1.1265,2.6463,1.0063,1.0082,0.9921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7856,0.8833,1.0239,0,0.99
2011-03-31,0.8805,0.9287,2.7203,1.1031,1.1822,1.0069,0,1.1092,1.1131,2.6193,0.9994,0.9993,0.9801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782,0.8762,1.0159,0,0.9848
2011-04-01,0.8972,0.9506,2.7767,1.1203,1.2085,1.0298,0,1.1237,1.1293,2.6657,1.012,1.013,0.9916,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7856,0.8869,1.0311,0,0.9904
2011-04-06,0.9128,0.9702,2.841,1.1237,1.2323,1.0542,0,1.1268,1.141,2.7082,1.0277,1.0233,0.9927,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8003,0.9,1.05,0,0.9821
2011-04-07,0.9139,0.9695,2.8384,1.1288,1.2323,1.0538,0,1.1333,1.1454,2.7121,1.0277,1.0246,0.9984,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.9009,1.0512,1,0.9848
2011-04-08,0.9195,0.9756,2.8528,1.14,1.2419,1.0579,0,1.146,1.1596,2.7315,1.0389,1.0325,1.0093,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8077,0.9055,1.064,1,1.0022
2011-04-11,0.915,0.9712,2.841,1.1314,1.2359,1.0518,0,1.1374,1.1569,2.716,1.035,1.0294,1.0028,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8077,0.9046,1.0636,1,0.9966
2011-04-12,0.9128,0.9691,2.8266,1.1305,1.2288,1.0462,0,1.1402,1.1594,2.7121,1.0354,1.0294,1.0058,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8077,0.9073,1.045,1,0.9983
2011-04-13,0.9262,0.9862,2.8725,1.1451,1.2479,1.0631,0,1.1529,1.1691,2.7469,1.0484,1.0407,1.0156,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8151,0.916,1.0531,1,1.0092
2011-04-14,0.9217,0.9821,2.8594,1.1425,1.2419,1.0587,0,1.1433,1.1621,2.7315,1.0442,1.0383,1.0113,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8151,0.9128,1.045,1,1.0059
2011-04-15,0.9251,0.9866,2.8725,1.1468,1.2455,1.0643,0,1.1443,1.1641,2.7431,1.0481,1.0397,1.0118,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8188,0.9172,1.0438,1,1.0019
2011-04-18,0.9262,0.9866,2.8725,1.1494,1.2455,1.0643,0,1.144,1.1626,2.7431,1.0492,1.0418,1.0129,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8188,0.9183,1.0432,1,0.9986
2011-04-19,0.9039,0.9633,2.8108,1.1245,1.218,1.0402,0,1.1213,1.1422,2.6812,1.0289,1.0226,0.997,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8003,0.8984,1.0205,1,0.9907
2011-04-20,0.9017,0.9602,2.8003,1.128,1.2168,1.037,0,1.1295,1.1449,2.685,1.0293,1.025,1.0044,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.9007,1.0261,1,1.0042
2011-04-21,0.9106,0.9678,2.8213,1.1348,1.2288,1.0458,0,1.1377,1.1556,2.7044,1.0354,1.0318,1.011,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8077,0.9074,1.0388,1,1.0059
2011-04-22,0.905,0.9606,2.8095,1.1374,1.2204,1.039,1,1.1299,1.1492,2.6889,1.0289,1.027,1.0055,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8003,0.9023,1.0354,1,1.0013
2011-04-25,0.8917,0.9503,2.7793,1.1177,1.2025,1.0258,1,1.1064,1.1305,2.6502,1.0163,1.013,0.9858,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0.8876,1.0059,1,0.9963
2011-04-26,0.8883,0.9486,2.7688,1.1083,1.1978,1.0229,1,1.0997,1.1211,2.6386,1.0067,1.0051,0.9741,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7856,0.8802,0.9942,1,0.9877
