,510010.SH,510030.SH,510050.SH,510070.SH,510090.SH,510110.SH,510120.SH,510130.SH,510160.SH,510180.SH,510190.SH,510210.SH,510220.SH,510230.SH,510270.SH,510280.SH,510290.SH,510300.SH,510310.SH,510330.SH,510360.SH,510410.SH,510420.SH,510430.SH,510440.SH,510500.SH,510510.SH,510520.SH,510560.SH,510580.SH,510630.SH,510650.SH,510660.SH,510680.SH,510710.SH,510810.SH,510880.SH,510900.SH,511010.SH,511210.SH,511220.SH,511600.SH,511660.SH,511680.SH,511690.SH,511700.SH,511800.SH,511810.SH,511820.SH,511830.SH,511850.SH,511860.SH,511880.SH,511890.SH,511900.SH,511910.SH,511920.SH,511930.SH,511960.SH,511970.SH,511980.SH,511990.SH,512000.SH,512010.SH,512070.SH,512100.SH,512120.SH,512210.SH,512220.SH,512230.SH,512300.SH,512310.SH,512330.SH,512340.SH,512500.SH,512510.SH,512600.SH,512610.SH,512640.SH,512660.SH,512680.SH,512810.SH,512880.SH,512990.SH,513030.SH,513100.SH,513500.SH,513600.SH,513660.SH,518800.SH,518880.SH,510020.SH,510060.SH,510170.SH,510260.SH,510150.SH
2013-09-10,0.7559,0.851,2.4287,1.0054,1.0391,0.8997,0.768,0.8245,0.8175,2.1879,0.8243,0.8128,0.7286,0.9963,0.839,1.014,0.9325,0.9516,0.9852,1.0375,0,0.6917,1.027,1.024,1.226,1.0863,1.0936,0,0,0,1.1067,1.0231,1.042,0,0,0,1.3724,0.9929,0.9809,0.9936,0,0,0,0,0,0,0,0,0,0,0,0,1.0174,0,0,0,0,0,0,0,0,1.0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.057,0,0,0,1.0339,1.0328,0.6357,0.6862,0.5252,0.786,0.8935
2013-09-11,0.757,0.8524,2.4327,1.0045,1.0415,0.9001,0.7709,0.8246,0.8237,2.1918,0.8289,0.8135,0.7278,0.9915,0.8425,1.016,0.9278,0.9545,0.9885,1.0407,0,0.7014,1.028,1.034,1.215,1.076,1.0831,0,0,0,1.1097,1.0192,1.0376,0,0,0,1.3717,0.9874,0.9785,0.9946,0,0,0,0,0,0,0,0,0,0,0,0,1.0175,0,0,0,0,0,0,0,0,1.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,0,0,0,1.0286,1.0271,0.6417,0.6909,0.5335,0.778,0.8928
2013-09-12,0.7692,0.8702,2.4759,1.008,1.0582,0.9186,0.7743,0.8287,0.827,2.2194,0.8358,0.8207,0.73,1.0222,0.8553,1.033,0.9304,0.9639,0.9986,1.0515,0,0.6939,1.034,1.045,1.22,1.079,1.0861,0,0,0,1.1034,1.0477,1.0385,0,0,0,1.3944,0.987,0.9789,0.9945,0,0,0,0,0,0,0,0,0,0,0,0,1.0176,0,0,0,0,0,0,0,0,1.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.053,0,0,0,1.0125,1.0112,0.6459,0.7003,0.5289,0.781,0.8951
2013-09-13,0.7603,0.8565,2.4422,1.0037,1.0451,0.9029,0.7772,0.8271,0.8203,2.1993,0.8289,0.8135,0.7276,1.0028,0.8483,1.025,0.9274,0.9567,0.9915,1.0439,0,0.6861,1.031,1.038,1.219,1.0803,1.0875,0,0,0,1.119,1.0288,1.0456,0,0,0,1.3689,0.9784,0.9793,0.9944,0,0,0,0,0,0,0,0,0,0,0,0,1.0179,0,0,0,0,0,0,0,0,1.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054,0,0,0,0.9927,0.9909,0.6363,0.6943,0.5242,0.784,0.9017
2013-09-16,0.757,0.851,2.426,1.014,1.0403,0.8965,0.7781,0.8248,0.8148,2.1872,0.8235,0.8114,0.7267,0.9963,0.839,1.018,0.9302,0.9526,0.9873,1.0396,0,0.6819,1.026,1.033,1.221,1.0815,1.0886,0,0,0,1.1081,1.0227,1.0582,0,0,0,1.366,0.9931,0.9798,0.9948,0,0,0,0,0,0,0,0,0,0,0,0,1.0181,0,0,0,0,0,0,0,0,1.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051,0,0,0,0.9963,0.9946,0.6309,0.6893,0.5202,0.789,0.9027
2013-09-17,0.7414,0.8322,2.3706,1.0037,1.0188,0.8757,0.7667,0.8094,0.7971,2.1389,0.8063,0.7933,0.7125,0.9736,0.818,0.993,0.9119,0.9335,0.9668,1.0188,0,0.6648,1.002,1.01,1.198,1.0624,1.0696,0,0,0,1.0903,0.9991,1.0429,0,0,0,1.339,0.988,0.9822,0.9951,0,0,0,0,0,0,0,0,0,0,0,0,1.0182,0,0,0,0,0,0,0,0,1.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059,0,0,0,0.9897,0.9878,0.6158,0.6722,0.5059,0.775,0.8882
2013-09-18,0.7425,0.8329,2.3733,1.0054,1.02,0.8769,0.7697,0.8134,0.8028,2.1429,0.8078,0.7964,0.7177,0.9753,0.8203,0.993,0.921,0.9355,0.9695,1.0206,0,0.665,1.007,1.011,1.211,1.0725,1.0796,0,0,0,1.0884,1,1.058,0,0,0,1.339,0.982,0.9823,0.9949,0,0,0,0,0,0,0,0,0,0,0,0,1.0188,0,0,0,0,0,0,0,0,1.0226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,0,0,0,0.9786,0.9769,0.6164,0.6741,0.5062,0.778,0.8971
2013-09-23,0.7503,0.8394,2.3908,1.0285,1.0319,0.8821,0.7857,0.8311,0.8123,2.1711,0.8178,0.8073,0.7333,0.9813,0.8297,1.003,0.9399,0.9507,0.985,1.0374,0,0.674,1.027,1.019,1.236,1.0941,1.101,0,0,0,1.1071,1.0059,1.083,0,0,0,1.3469,0.9924,0.9848,0.9956,0,0,0,0,0,0,0,0,0,0,0,0,1.0189,0,0,0,0,0,0,0,0,1.0232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0.9948,0.9935,0.6223,0.6785,0.5134,0.798,0.9189
2013-09-24,0.7347,0.8192,2.3368,1.0234,1.0093,0.8584,0.7861,0.8313,0.8041,2.1389,0.8063,0.8015,0.7344,0.9529,0.8157,0.985,0.9439,0.9398,0.9738,1.0257,0,0.6644,1.025,1.001,1.241,1.0951,1.102,0,0,0,1.1258,0.9773,1.0806,0,0,0,1.3177,0.9819,0.985,0.9954,0,0,0,0,0,0,0,0,0,0,0,0,1.019,0,0,0,0,0,0,0,0,1.0233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0.9919,0.9897,0.6087,0.6651,0.5078,0.799,0.9254
2013-09-25,0.7303,0.8134,2.3192,1.02,1.0033,0.8536,0.7827,0.8276,0.7989,2.1268,0.802,0.7995,0.7317,0.9469,0.811,0.976,0.9417,0.9341,0.9679,1.0193,0,0.6623,1.02,0.993,1.236,1.0911,1.098,0,0,0,1.1286,0.9714,1.0736,0,0,0,1.3099,0.9819,0.986,0.9957,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0,0,0,0,0,0,0,1.0234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063,0,0,0,0.9907,0.989,0.603,0.6619,0.5084,0.797,0.9235
2013-09-26,0.718,0.7959,2.2801,1.0054,0.9854,0.8375,0.7713,0.8122,0.7867,2.0865,0.7879,0.7851,0.7158,0.9267,0.7958,0.96,0.9182,0.917,0.9504,1.0005,0,0.6527,0.997,0.977,1.205,1.0684,1.0755,0,0,0,1.1277,0.9518,1.0976,0,0,0,1.2893,0.9764,0.9875,0.9954,0,0,0,0,0,0,0,0,0,0,0,0,1.0192,0,0,0,0,0,0,0,0,1.0235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071,0,0,0,0.9996,0.9977,0.5917,0.6499,0.5019,0.783,0.9159
2013-09-27,0.7225,0.798,2.2895,1.0148,0.989,0.8419,0.7722,0.8146,0.7904,2.0946,0.7913,0.7864,0.7188,0.9344,0.8005,0.959,0.924,0.921,0.9546,1.005,0,0.6575,0.997,0.979,1.209,1.0725,1.0795,0,0,0,1.1269,0.9577,1.1139,0,0,0,1.2943,0.9724,0.987,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,1.0196,0,0,0,0,0,0,0,0,1.0236,0,1.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0.9959,0.9939,0.5929,0.6519,0.5037,0.783,0.9225
2013-09-30,0.7236,0.8004,2.2949,1.0251,0.9938,0.8432,0.7823,0.8229,0.7934,2.1067,0.7955,0.7919,0.7278,0.9347,0.8028,0.963,0.9363,0.9264,0.9601,1.0107,0,0.6608,1.007,0.982,1.225,1.0865,1.0931,0,0,0,1.1416,0.9578,1.1168,0,0,0,1.3014,0.9559,0.9872,0.9965,0,0,0,0,0,0,0,0,0,0,0,0,1.0207,0,0,0,0,0,0,0,0,1.024,0,1.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066,0,0,0,1.0035,1.0018,0.5949,0.6547,0.5084,0.796,0.9367
2013-10-08,0.7325,0.8086,2.3165,1.0448,1.0057,0.8496,0.7954,0.8347,0.8096,2.1308,0.8051,0.8018,0.7382,0.9409,0.811,0.972,0.9486,0.9389,0.9729,1.0245,0,0.6655,1.021,0.993,1.243,1.1046,1.1111,0,0,0,1.1491,0.9661,1.1125,0,0,0,1.3092,0.9744,0.9885,0.9972,0,0,0,0,0,0,0,0,0,0,0,0,1.0208,0,0,0,0,0,0,0,0,1.0249,0,1.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045,0,0,0,0.9938,0.9924,0.6033,0.6621,0.5127,0.813,0.9409
2013-10-09,0.7358,0.8123,2.3287,1.0491,1.0105,0.854,0.8004,0.837,0.8101,2.1389,0.8078,0.8063,0.745,0.9475,0.8133,0.98,0.9616,0.9433,0.9775,1.0293,0,0.6672,1.026,0.996,1.258,1.1166,1.1231,0,0,0,1.1689,0.9718,1.1091,0,0,0,1.3177,0.972,0.9877,0.9969,0,0,0,0,0,0,0,0,0,0,0,0,1.0209,0,0,0,0,0,0,0,0,1.025,0,1.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,0,0,0,0.9896,0.9882,0.6059,0.6627,0.5149,0.819,0.9518
2013-10-10,0.7247,0.8007,2.2855,1.0414,0.9985,0.8375,0.7954,0.8339,0.8036,2.1107,0.8013,0.7977,0.7409,0.9259,0.8005,0.968,0.9561,0.9342,0.9677,1.0194,0,0.6614,1.018,0.98,1.253,1.1106,1.117,0,0,0,1.1703,0.9528,1.1009,0,0,0,1.2943,0.9681,0.9881,0.9966,0,0,0,0,0,0,0,0,0,0,0,0,1.021,0,0,0,0,0,0,0,0,1.0252,0,1.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,0,0,0,0.9809,0.9795,0.5952,0.6529,0.5118,0.809,0.9485
2013-10-11,0.7403,0.8185,2.3287,1.0654,1.0212,0.854,0.808,0.8491,0.8158,2.151,0.8143,0.8128,0.7546,0.9472,0.8157,0.986,0.9755,0.9492,0.9831,1.0358,0,0.671,1.036,0.995,1.278,1.1294,1.1356,0,0,0,1.1835,0.9725,1.1176,0,0,0,1.3184,0.979,0.9875,0.9971,0,0,0,0,0,0,0,0,0,0,0,0,1.0214,0,0,0,0,0,0,0,0,1.0253,0,1.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,0,0,0,0.9732,0.972,0.6078,0.663,0.5168,0.818,0.9624
2013-10-14,0.7392,0.8182,2.3192,1.0611,1.02,0.8468,0.8173,0.8549,0.8185,2.151,0.8166,0.8169,0.7617,0.9378,0.8145,0.978,0.9865,0.9507,0.9846,1.0374,0,0.672,1.044,0.997,1.289,1.141,1.1471,0,0,0,1.1967,0.9622,1.1072,0,0,0,1.3106,0.979,0.9864,0.9968,0,0,0,0,0,0,0,0,0,0,0,0,1.0216,0,0,0,0,0,0,0,0,1.0257,0,1.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079,0,0,0,0.9635,0.9622,0.6067,0.6643,0.5193,0.827,0.9696
2013-10-15,0.7369,0.8117,2.3111,1.0628,1.0164,0.8415,0.8202,0.8548,0.82,2.1469,0.8155,0.8149,0.7634,0.9298,0.8122,0.975,0.991,0.9488,0.9826,1.0351,0,0.6717,1.043,0.996,1.291,1.1426,1.1485,0,0,0,1.2097,0.954,1.1268,0,0,0,1.3021,0.9862,0.9859,0.997,0,0,0,0,0,0,0,0,0,0,0,0,1.0217,0,0,0,0,0,0,0,0,1.0258,0,1.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075,0,0,0,0.9564,0.955,0.6066,0.6607,0.518,0.825,0.9769
2013-10-16,0.7236,0.8,2.2801,1.0405,0.9985,0.8307,0.8034,0.8341,0.8076,2.1107,0.8024,0.7998,0.7431,0.9159,0.8005,0.962,0.9633,0.931,0.9643,1.0158,0,0.6609,1.015,0.982,1.255,1.1115,1.1173,0,0,0,1.1916,0.9413,1.1078,0,0,0,1.2858,0.9824,0.9856,0.997,0,0,0,0,0,0,0,0,0,0,0,0,1.0218,0,0,0,0,0,0,0,0,1.0259,0,1.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087,0,0,0,0.9625,0.9614,0.5992,0.6531,0.5069,0.801,0.9541
2013-10-17,0.7202,0.7966,2.2706,1.0345,0.9926,0.8275,0.7991,0.8314,0.8053,2.1026,0.7986,0.7974,0.7399,0.9108,0.7982,0.958,0.9575,0.9278,0.961,1.0125,0,0.6625,1.012,0.98,1.25,1.1097,1.1156,0,0,0,1.1886,0.9368,1.0997,0,0,0,1.2815,0.9773,0.9853,0.9967,0,0,0,0,0,0,0,0,0,0,0,0,1.0219,0,0,0,0,0,0,0,0,1.026,0,1.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093,0,0,0,0.9587,0.9576,0.5951,0.6508,0.5078,0.798,0.9475
2013-10-18,0.7236,0.7993,2.2841,1.0423,0.9973,0.8315,0.8034,0.8327,0.8101,2.1107,0.8009,0.7998,0.742,0.9165,0.8017,0.963,0.962,0.9327,0.966,1.0178,0,0.6614,1.016,0.986,1.255,1.1135,1.1194,0,0,0,1.1991,0.9418,1.1031,0,0,0,1.2858,0.9832,0.985,0.9966,0,0,0,0,0,0,0,0,0,0,0,0,1.0223,0,0,0,0,0,0,0,0,1.0261,0,1.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.109,0,0,0,0.9817,0.9807,0.5966,0.6541,0.5065,0.807,0.9535
2013-10-21,0.7358,0.8096,2.3125,1.0705,1.0152,0.8403,0.8257,0.8533,0.8255,2.1469,0.8135,0.8125,0.7609,0.9273,0.8133,0.979,0.9871,0.95,0.9838,1.0368,0,0.6706,1.035,0.996,1.286,1.1411,1.147,0,0,0,1.2385,0.9521,1.1277,0,0,0,1.3007,0.9851,0.9845,0.9967,0,0,0,0,0,0,0,0,0,0,0,0,1.0224,0,0,0,0,0,0,0,0,1.0265,0,1.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,0,0,0.9839,0.9829,0.6032,0.6615,0.5127,0.825,0.9831
2013-10-22,0.728,0.8014,2.2882,1.0611,1.0045,0.8307,0.8177,0.8451,0.82,2.1228,0.8036,0.8046,0.7532,0.9142,0.8052,0.968,0.9764,0.9403,0.9737,1.026,0,0.6719,1.025,0.991,1.271,1.1291,1.1353,0,0,0,1.2272,0.9387,1.1253,0,0,0,1.2865,0.9843,0.9843,0.9973,0,0,0,0,0,0,0,0,0,0,0,0,1.0225,0,0,0,0,0,0,0,0,1.0266,0,1.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.113,0,0,0,0.9791,0.9784,0.5962,0.6569,0.5124,0.818,0.9716
2013-10-23,0.7236,0.7997,2.2855,1.0414,0.9985,0.8319,0.7996,0.8287,0.8101,2.1067,0.7951,0.794,0.7352,0.9171,0.8005,0.965,0.9511,0.9298,0.9629,1.0145,0,0.6677,1.01,0.987,1.239,1.1005,1.1061,0,0,0,1.1811,0.9407,1.1071,0,0,0,1.2843,0.9658,0.9838,0.9968,0,0,0,0,0,0,0,0,0,0,0,0,1.0226,0,0,0,0,0,0,0,0,1.0267,0,1.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106,0,0,0,0.9903,0.9897,0.5956,0.6526,0.5072,0.797,0.9475
2013-10-24,0.718,0.7942,2.2625,1.0311,0.9926,0.8215,0.797,0.8236,0.8046,2.0905,0.7913,0.7878,0.7303,0.9068,0.7947,0.958,0.9458,0.9229,0.9557,1.0071,0,0.6548,1.002,0.977,1.231,1.0932,1.0984,0,0,0,1.1614,0.931,1.1012,0,0,0,1.2723,0.9536,0.9825,0.9965,0,0,0,0,0,0,0,0,0,0,0,0,1.0227,0,0,0,0,0,0,0,0,1.0268,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,0,0,0.9909,0.9901,0.5899,0.6471,0.4975,0.792,0.9439
2013-10-25,0.7124,0.7918,2.249,1.0123,0.9866,0.8199,0.7777,0.806,0.7899,2.0624,0.781,0.7765,0.7153,0.9083,0.7853,0.948,0.9272,0.9107,0.9429,0.9936,0,0.6433,0.983,0.966,1.208,1.0717,1.0768,0,0,0,1.1284,0.9334,1.072,0,0,0,1.2673,0.9405,0.9819,0.9955,0,0,0,0,0,0,0,0,0,0,0,0,1.0231,0,0,0,0,0,0,0,0,1.0269,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,0,0,0,0.9915,0.9909,0.5843,0.6408,0.4886,0.778,0.9149
2013-10-28,0.7136,0.7932,2.2477,1.0148,0.9854,0.8191,0.7789,0.8066,0.7917,2.0624,0.7833,0.7776,0.7147,0.9088,0.7842,0.944,0.9249,0.9097,0.9418,0.9925,0,0.6396,0.982,0.965,1.204,1.068,1.0728,0,0,0,1.1201,0.9329,1.0578,0,0,0,1.2666,0.9477,0.9818,0.9959,0,0,0,0,0,0,0,0,0,0,0,0,1.0232,0,0,0,0,0,0,0,0,1.0273,0,0.9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,0,0,0,0.9961,0.9958,0.5846,0.6427,0.4861,0.783,0.9096
2013-10-29,0.7191,0.8065,2.2801,1.0011,0.9926,0.8351,0.768,0.7971,0.7914,2.0744,0.7879,0.7765,0.7019,0.9313,0.79,0.952,0.9037,0.912,0.9442,0.9946,0,0.6333,0.971,0.969,1.17,1.0386,1.0437,0,0,0,1.1109,0.9538,1.037,0,0,0,1.2879,0.9601,0.9808,0.9943,0,0,0,0,0,0,0,0,0,0,0,0,1.0234,0,0,0,0,0,0,0,0,1.0274,0,0.9546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121,0,0,0,0.9963,0.9961,0.5919,0.6468,0.4817,0.762,0.8938
2013-10-30,0.7303,0.8185,2.3071,1.0088,1.0069,0.8419,0.7819,0.8083,0.8053,2.1026,0.8017,0.7885,0.7133,0.9375,0.8017,0.964,0.9203,0.9255,0.9582,1.0095,0,0.643,0.984,0.984,1.188,1.0555,1.0609,0,0,0,1.1261,0.9607,1.0537,0,0,0,1.3021,0.9832,0.9806,0.9947,0,0,0,0,0,0,0,0,0,0,0,0,1.0235,0,0,0,0,0,0,0,0,1.0275,0,0.9652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0.9952,0.995,0.5986,0.6577,0.4873,0.775,0.9073
2013-10-31,0.7191,0.8075,2.276,0.9891,0.9902,0.8311,0.7659,0.7956,0.7979,2.0704,0.7959,0.781,0.7027,0.9222,0.7923,0.947,0.9075,0.9125,0.9448,0.9959,0,0.639,0.973,0.975,1.17,1.0413,1.0466,0,0,0,1.0795,0.9474,1.0326,1,0,0,1.2843,0.9821,0.9817,0.9941,0,0,0,0,0,0,0,0,0,0,0,0,1.0236,0,0,0,0,0,0,0,0,1.0276,0,0.9472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,0,0,0,0.9889,0.9886,0.5941,0.6533,0.483,0.761,0.8856
2013-11-01,0.7258,0.8164,2.2949,0.9848,0.9997,0.8419,0.7625,0.7989,0.7996,2.0865,0.8036,0.7834,0.7027,0.9344,0.797,0.955,0.9036,0.9167,0.9493,1.0006,0,0.6429,0.977,0.98,1.168,1.0381,1.0435,0,0,0,1.0701,0.9601,1.0346,0.9955,0,0,1.2978,0.9873,0.9838,0.994,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0,1.0278,0,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119,0,0,0,0.983,0.9829,0.5982,0.6584,0.4842,0.759,0.8859
2013-11-04,0.7247,0.813,2.2868,0.9883,0.9949,0.8363,0.7663,0.8002,0.8001,2.0825,0.8024,0.7827,0.7043,0.9273,0.7947,0.953,0.9063,0.915,0.9474,0.9986,0,0.6442,0.978,0.979,1.174,1.0453,1.0506,0,0,0,1.0727,0.9525,1.0248,0.9955,0,0,1.2922,0.9884,0.9827,0.993,0,0,0,0,0,0,0,0,0,0,0,0,1.0241,0,0,0,0,0,0,0,0,1.0281,0,0.9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121,0,0,0,0.9742,0.9742,0.5967,0.6569,0.4845,0.764,0.8872
2013-11-05,0.7225,0.8096,2.2787,0.9925,0.9926,0.8327,0.7713,0.8036,0.7994,2.0785,0.8028,0.7854,0.7101,0.921,0.7947,0.951,0.9169,0.9163,0.9486,0.9999,0,0.6466,0.983,0.979,1.188,1.059,1.0644,0,0,0,1.082,0.9459,1.0237,0.9955,0,0,1.2879,0.9834,0.9815,0.9947,0,0,0,0,0,0,0,0,0,0,0,0,1.0243,0,0,0,0,0,0,0,0,1.0283,0,0.9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122,0,0,0,0.9754,0.9754,0.5971,0.6563,0.4886,0.773,0.8955
2013-11-06,0.7147,0.799,2.2531,0.9797,0.9794,0.8231,0.7617,0.7943,0.7909,2.0543,0.7932,0.7793,0.7021,0.9068,0.7842,0.938,0.9073,0.9047,0.9365,0.9874,0,0.6511,0.973,0.969,1.176,1.0477,1.0531,0,0,0,1.0712,0.9318,1.0083,0.9955,0,0,1.2723,0.9771,0.9788,0.9936,0,0,0,0,0,0,0,0,0,0,0,0,1.0244,0,0,0,0,0,0,0,0,1.0284,0,0.9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122,0,0,0,0.973,0.9731,0.5927,0.6492,0.4876,0.767,0.8796
2013-11-07,0.7113,0.7993,2.2477,0.9677,0.9759,0.8239,0.7528,0.7877,0.7839,2.0462,0.7913,0.7755,0.6953,0.9074,0.7818,0.936,0.8964,0.8997,0.9312,0.9818,0,0.6498,0.965,0.965,1.161,1.0331,1.0385,0,0,0,1.0545,0.9323,0.9906,0.9955,0,0,1.2737,0.9688,0.9761,0.9929,0,0,0,0,0,0,0,0,0,0,0,0,1.0245,0,0,0,0,0,0,0,0,1.0285,0,0.9079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101,0,0,0,0.9763,0.9765,0.5927,0.6499,0.487,0.756,0.8648
2013-11-08,0.7002,0.7915,2.2139,0.9531,0.9627,0.8131,0.7435,0.7779,0.7735,2.018,0.7833,0.7673,0.6855,0.8935,0.7701,0.926,0.8834,0.8871,0.9182,0.9679,0,0.6348,0.953,0.952,1.145,1.0177,1.023,0,0,0,1.0417,0.9191,0.9773,0.9959,0,0,1.2595,0.9598,0.9741,0.9922,0,0,0,0,0,0,0,0,0,0,0,0,1.0249,0,0,0,0,0,0,0,0,1.0286,0,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,0,0,0,0.9707,0.9708,0.5847,0.6425,0.4783,0.744,0.8556
2013-11-11,0.7024,0.7932,2.2193,0.9651,0.9663,0.8119,0.7524,0.7827,0.7757,2.0261,0.7836,0.7683,0.689,0.8946,0.7725,0.93,0.8867,0.8902,0.9213,0.9711,0,0.6298,0.954,0.955,1.149,1.0221,1.0275,0,0,0,1.0576,0.9191,1.0094,0.9959,0,0,1.2595,0.9775,0.969,0.9905,0,0,0,0,0,0,0,0,0,0,0,0,1.025,0,0,0,0,0,0,0,0,1.029,0,0.9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112,0,0,0,0.9549,0.955,0.5826,0.6435,0.4724,0.749,0.8681
2013-11-12,0.7102,0.8021,2.2463,0.9737,0.9794,0.8215,0.76,0.7899,0.782,2.0462,0.7917,0.7745,0.6953,0.9066,0.7806,0.941,0.8942,0.8994,0.9308,0.981,0,0.6346,0.964,0.965,1.159,1.0317,1.0373,0,0,0,1.0749,0.931,1.0252,0.9959,0,0,1.2708,0.975,0.9704,0.9905,0,0,0,0,0,0,0,0,0,0,0,0,1.0252,0,0,0,0,0,0,0,0,1.0291,0,0.9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.113,0,0,0,0.9499,0.9501,0.5892,0.6487,0.4765,0.754,0.8793
2013-11-13,0.6924,0.7808,2.1882,0.9463,0.9532,0.8002,0.7469,0.7756,0.7653,2.0019,0.7745,0.7601,0.6825,0.8793,0.7643,0.917,0.8776,0.8794,0.9101,0.9595,0,0.6213,0.947,0.946,1.139,1.0124,1.0181,0,0,0,1.0597,0.9041,1.0087,0.9959,0,0,1.2375,0.949,0.9671,0.9891,0,0,0,0,0,0,0,0,0,0,0,0,1.0253,0,0,0,0,0,0,0,0,1.0293,0,0.9173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126,0,0,0,0.9462,0.9463,0.574,0.6357,0.4668,0.743,0.8651
2013-11-14,0.6957,0.7805,2.1923,0.9591,0.958,0.7994,0.7617,0.7862,0.7718,2.014,0.7802,0.7649,0.6918,0.8773,0.7678,0.92,0.889,0.8857,0.9165,0.9661,0,0.6238,0.958,0.95,1.154,1.0259,1.0316,0,0,0,1.0843,0.9005,1.0267,0.9959,0,0,1.236,0.9587,0.9671,0.9892,0,0,0,0,0,0,0,0,0,0,0,0,1.0254,0,0,0,0,0,0,0,0,1.0294,0,0.9326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129,0,0,0,0.9536,0.9539,0.5767,0.6364,0.4693,0.76,0.8833
