,000032.SH,000033.SH,000034.SH,000035.SH,000036.SH,000037.SH,000038.SH,000039.SH,000040.SH,000041.SH,H00032.SH,H00033.SH,H00034.SH,H00035.SH,H00036.SH,H00037.SH,H00038.SH,H00039.SH,H00040.SH,H00041.SH
2013/12/10,1698.929,1505.486,1549.579,2125.295,4547.3,4280.365,2960.393,2399.939,1664.215,1584.539,2024.93,1800.25,1763.06,2384.46,4967.18,4637.02,3452.51,2558.25,1806.87,1891.61
2013/12/11,1682.359,1510.635,1542.304,2147.391,4554.054,4237.14,2970.923,2396.674,1658.65,1579.345,2005.18,1806.41,1754.78,2409.25,4974.55,4590.19,3464.79,2554.77,1800.83,1885.41
2013/12/12,1662.183,1487.024,1514.423,2125.375,4511.735,4212.167,2908.832,2352.557,1626.9,1559.776,1981.14,1778.18,1723.06,2384.55,4928.33,4563.14,3392.38,2507.74,1766.36,1862.05
2013/12/13,1658.296,1480.922,1517.261,2129.808,4517.159,4257.23,2892.349,2377.848,1642.994,1556.464,1976.5,1770.88,1726.29,2389.52,4934.25,4611.96,3373.15,2534.7,1783.83,1858.09
2013/12/16,1638.437,1474.971,1515.154,2127.008,4505.144,4274.241,2887.03,2373.2,1629.989,1547.575,1952.83,1763.76,1723.89,2386.38,4921.13,4630.39,3366.95,2529.75,1769.71,1847.48
2013/12/17,1610.962,1444.71,1486.275,2074.931,4405.486,4198.832,2857.155,2325.343,1589.467,1517.107,1920.09,1727.58,1691.03,2327.96,4812.27,4548.69,3332.11,2478.73,1725.72,1811.11
2013/12/18,1605.861,1438.623,1485.809,2029.849,4373.207,4249.306,2849.896,2318.729,1580.509,1509.325,1914.01,1720.3,1690.5,2277.38,4777.01,4603.37,3323.64,2471.68,1715.99,1801.82
2013/12/19,1604.21,1442.586,1478.2,2014.51,4373.045,4269.94,2854.828,2324.715,1576.06,1508.008,1912.04,1725.04,1681.85,2260.17,4776.83,4625.73,3329.4,2478.07,1711.16,1800.25
2013/12/20,1595.794,1425.819,1460.725,1993.705,4319.813,4202.45,2818.875,2299.922,1566.104,1490.835,1902.01,1704.99,1661.96,2236.83,4718.68,4552.96,3287.47,2451.64,1700.35,1779.74
2013/12/23,1552.939,1384.425,1432.351,1946.831,4318.551,4178.794,2730.033,2262.769,1530.621,1463.822,1850.93,1655.49,1629.68,2184.23,4717.31,4527.33,3183.86,2412.03,1661.83,1747.5
2013/12/24,1558.509,1381.382,1435.346,1958.318,4302.892,4299.557,2741.882,2243.737,1536.86,1454.051,1857.57,1651.85,1633.09,2197.12,4700.2,4658.17,3197.67,2391.75,1668.6,1735.83
2013/12/25,1558.132,1383.339,1437.469,1971.467,4294.837,4269.163,2741.745,2274.397,1564.77,1462.6,1857.12,1654.19,1635.5,2211.88,4691.4,4625.24,3197.51,2424.43,1698.9,1746.04
2013/12/26,1560.823,1393.281,1444.683,1991.999,4335.333,4268.34,2757.327,2323.845,1580.484,1471.443,1860.33,1666.08,1643.71,2234.91,4735.64,4624.35,3215.69,2477.14,1715.96,1756.59
2013/12/27,1527.278,1370.923,1415.798,1938.622,4281.863,4250.138,2717.91,2273.879,1537.802,1444.869,1820.34,1639.34,1610.85,2175.02,4677.23,4604.63,3169.72,2423.88,1669.62,1724.87
2013/12/30,1537.35,1389.385,1442.277,1971.48,4327.059,4280.103,2769.223,2328.491,1565.635,1465.865,1832.35,1661.42,1640.97,2211.89,4726.6,4637.09,3229.56,2482.09,1699.84,1749.94
2013/12/31,1528.789,1388.513,1440.504,1974.603,4337.052,4281.235,2764.86,2344.328,1592.043,1462.038,1822.14,1660.38,1638.96,2215.39,4737.51,4638.32,3224.47,2498.97,1728.51,1745.37
2014/1/2,1542.479,1406.425,1451.658,1985.921,4384.504,4333.412,2820.495,2345.087,1586.184,1472.699,1838.46,1681.8,1651.65,2228.09,4789.35,4694.85,3289.36,2499.78,1722.15,1758.09
2014/1/3,1520.262,1404.748,1449.002,1981.19,4331.131,4414.662,2791.618,2368.856,1609.237,1468.693,1811.98,1679.79,1648.62,2222.78,4731.05,4782.88,3255.68,2525.12,1747.18,1753.31
2014/1/6,1501.801,1394.585,1430.461,1946.095,4272.794,4379.939,2736.085,2375.361,1591.785,1446.894,1789.98,1667.64,1627.53,2183.41,4667.32,4745.26,3190.91,2532.05,1728.23,1727.29
2014/1/7,1468.361,1347.59,1381.347,1895.265,4149.127,4259.853,2709.55,2326.715,1531.588,1405.413,1750.12,1611.44,1571.65,2126.38,4532.24,4615.15,3159.97,2480.2,1662.88,1677.77
2014/1/8,1464.32,1345.164,1388.906,1910.365,4180.948,4303.972,2696.105,2344.224,1534.445,1404.773,1745.3,1608.54,1580.25,2143.32,4567,4662.95,3144.29,2498.86,1665.98,1677.01
2014/1/9,1446.702,1331.16,1381.813,1925.438,4204.121,4340.684,2710.681,2375.238,1542.1,1408.072,1724.31,1591.8,1572.18,2160.23,4592.31,4702.73,3161.29,2531.92,1674.29,1680.94
2014/1/10,1454.348,1309.016,1369.298,1901.783,4149.47,4312.104,2694.509,2355.296,1539.348,1389.597,1733.42,1565.32,1557.94,2133.69,4532.61,4671.76,3142.43,2510.66,1671.3,1658.89
2014/1/13,1445.769,1305.351,1347.005,1888.13,4163.286,4225.277,2688.248,2293.56,1517.478,1385.942,1723.19,1560.93,1532.58,2118.37,4547.7,4577.69,3135.12,2444.85,1647.56,1654.52
2014/1/14,1425.092,1314.926,1339.346,1880.918,4150.217,4173.961,2684.553,2278.015,1491.835,1383.256,1698.55,1572.38,1523.86,2110.28,4533.43,4522.1,3130.82,2428.28,1619.72,1651.32
2014/1/15,1437.543,1322.594,1345.029,1933.372,4200.711,4210.383,2693.862,2312.984,1525.946,1400.692,1713.39,1581.55,1530.33,2169.13,4588.59,4561.56,3141.67,2465.56,1656.75,1672.13
2014/1/16,1428.896,1320.439,1348.426,1943.62,4196.653,4282.655,2667.2,2373.858,1530.555,1392.979,1703.08,1578.97,1534.19,2180.63,4584.15,4639.86,3110.58,2530.45,1661.75,1662.93
2014/1/17,1434.124,1335.531,1349.273,1937.04,4201.654,4249.453,2676.388,2353.679,1527.201,1404.34,1709.32,1597.02,1535.16,2173.44,4589.61,4603.89,3121.29,2508.94,1658.11,1676.49
2014/1/20,1414.094,1314.233,1320.899,1902.425,4100.326,4183.937,2652.116,2321.926,1524.666,1386.24,1685.44,1571.55,1502.87,2134.6,4478.93,4532.91,3092.99,2475.09,1655.36,1654.88
2014/1/21,1397.933,1300.82,1317.891,1881.986,4094.375,4115.403,2634.887,2309.488,1521.212,1378.871,1666.18,1555.51,1499.45,2111.67,4472.43,4458.66,3072.89,2461.83,1651.61,1646.08
2014/1/22,1407.492,1316.76,1329.972,1917.895,4093.916,4155.038,2660.942,2371.03,1549.62,1399.691,1677.57,1574.57,1513.2,2151.96,4471.93,4501.6,3103.28,2527.44,1682.45,1670.94
2014/1/23,1439.397,1351.143,1369.553,1977.286,4217.082,4244.912,2718.705,2416.932,1598.915,1427.019,1715.6,1615.69,1558.23,2218.6,4606.47,4598.97,3170.64,2576.37,1735.97,1703.56
2014/1/24,1426.053,1342.084,1366.149,1999.509,4231.186,4244.014,2681.588,2439.477,1598.388,1430.35,1699.69,1604.86,1554.36,2243.53,4621.87,4598.52,3127.36,2600.4,1735.4,1707.54
2014/1/27,1438.017,1352.875,1376.026,2014.691,4253.285,4281.107,2683.397,2486.679,1630.537,1434.427,1713.95,1617.76,1565.6,2260.57,4646.01,4638.72,3129.47,2650.71,1770.31,1712.41
2014/1/28,1427.112,1335.696,1361.63,2008.412,4224.949,4227.225,2637.774,2492.826,1621.363,1419.063,1700.96,1597.22,1549.22,2253.52,4615.06,4580.33,3076.26,2657.27,1760.35,1694.06
2014/1/29,1416.839,1341.565,1362.126,1998.261,4171.659,4231.192,2662.327,2463.074,1661.18,1423.594,1688.71,1604.24,1549.78,2242.13,4556.85,4584.63,3104.89,2625.55,1803.58,1699.47
2014/1/30,1411.366,1345.409,1362.493,2015.974,4105.48,4270.658,2683.899,2540.66,1666.253,1438.56,1682.19,1608.83,1550.2,2262.01,4484.56,4627.39,3130.05,2708.26,1809.08,1717.34
2014/2/7,1391.631,1327.579,1357.937,2002.441,4040.824,4266.047,2653.22,2510.556,1656.5,1431.108,1658.67,1587.51,1545.01,2246.82,4413.93,4622.4,3094.27,2676.16,1798.5,1708.44
2014/2/10,1399.4,1340.055,1370.381,2042.59,4111.29,4258.637,2638.122,2604.209,1699.7,1438.455,1667.93,1602.43,1559.17,2291.87,4490.91,4614.37,3076.67,2776,1845.4,1717.21
2014/2/11,1427.367,1380.449,1415.079,2113.577,4197.921,4402.604,2682.747,2660.226,1758.212,1462.8,1701.26,1650.73,1610.03,2371.52,4585.54,4770.36,3128.71,2835.71,1908.93,1746.28
2014/2/12,1461.646,1387.755,1420.056,2105.394,4217.917,4440.723,2730.034,2639.134,1769.808,1474.654,1742.12,1659.47,1615.69,2362.34,4607.38,4811.66,3183.86,2813.22,1921.52,1760.43
2014/2/13,1462.787,1391.421,1420.034,2117.129,4252.127,4466.789,2729.119,2648.46,1799.823,1478.183,1743.48,1663.85,1616.39,2375.51,4644.75,4839.91,3182.79,2823.17,1954.1,1764.64
2014/2/14,1445.589,1388.415,1403.004,2090.512,4211.176,4375.083,2742.845,2583.335,1787.169,1461.364,1722.98,1660.26,1597,2345.64,4600.02,4740.54,3198.8,2753.75,1940.36,1744.56
2014/2/17,1457.513,1399.805,1422.876,2131.433,4290.097,4461.403,2738.207,2616.368,1796.405,1475.138,1737.19,1673.88,1619.62,2391.56,4686.22,4834.07,3193.39,2788.96,1950.39,1761.01
2014/2/18,1471.648,1412.636,1437.357,2164.764,4337.912,4512.975,2735.489,2688.066,1872.554,1486.885,1754.04,1689.22,1636.11,2428.96,4738.45,4889.95,3190.22,2865.38,2033.07,1775.03
2014/2/19,1449.788,1389.938,1431.287,2179.283,4299.255,4530.67,2678.155,2699.798,1875.08,1472.134,1727.98,1662.08,1629.2,2445.25,4696.23,4909.12,3123.35,2877.89,2035.81,1757.42
2014/2/20,1474.365,1401.874,1437.966,2181.629,4325.58,4550.377,2735.044,2686.431,1859.427,1485.349,1757.28,1676.35,1636.8,2447.88,4724.98,4930.48,3189.7,2863.64,2018.82,1773.2
2014/2/21,1508.918,1389.185,1429.73,2159.057,4307.58,4519.3,2693.266,2639.098,1839.352,1490.384,1798.46,1661.18,1627.43,2422.55,4705.32,4896.8,3140.98,2813.19,1997.02,1779.21
2014/2/24,1469.293,1373.647,1408.406,2143.219,4269.767,4505.223,2671.591,2635.206,1853.05,1473.117,1751.23,1642.6,1603.15,2404.78,4664.02,4881.55,3115.7,2809.04,2011.89,1758.59
2014/2/25,1427.261,1343.795,1379.275,2103.502,4207.167,4542.112,2601.887,2673.566,1851.966,1452.043,1701.14,1606.9,1569.99,2360.22,4595.64,4921.52,3034.41,2849.93,2010.72,1733.43
2014/2/26,1397.166,1314.061,1340.369,2019.083,4057.37,4431.8,2559.846,2562.013,1786.002,1424.061,1665.27,1571.35,1525.71,2265.5,4432.01,4802,2985.38,2731.02,1939.1,1700.03
2014/2/27,1414.305,1333.504,1342.551,2010.296,4046.532,4468.771,2561.088,2578.009,1783.428,1423.949,1685.69,1594.6,1528.19,2255.64,4420.17,4842.06,2986.83,2748.07,1936.3,1699.9
2014/2/28,1427.143,1315.759,1345.58,1977.139,4025.154,4324.279,2586.186,2597.558,1749.923,1442.54,1700.99,1573.38,1531.64,2218.43,4396.82,4685.49,3016.1,2768.91,1899.93,1722.09
2014/3/3,1418.391,1328.78,1355.722,2002.959,4104.352,4338.581,2603.183,2600.842,1789.573,1453.283,1690.56,1588.95,1543.18,2247.4,4483.33,4700.99,3035.92,2772.41,1942.97,1734.92
2014/3/4,1425.722,1345.813,1374.393,2041.199,4193.324,4387.075,2582.589,2653.359,1837.179,1484.943,1699.3,1609.32,1564.44,2290.31,4580.52,4753.54,3011.9,2828.39,1994.66,1772.71
2014/3/5,1412.843,1344.133,1368.005,2025.323,4165.537,4362.355,2596.244,2630.873,1870.721,1470.569,1683.95,1607.31,1557.17,2272.5,4550.16,4726.75,3027.83,2804.42,2031.08,1755.55
2014/3/6,1406.786,1333.314,1352.16,2011.82,4179.094,4302.745,2563.187,2616.692,1855.635,1459.866,1676.73,1594.37,1539.13,2257.35,4564.97,4662.16,2989.27,2789.3,2014.7,1742.77
2014/3/7,1413.477,1334.909,1353.944,2007.023,4157.626,4257.52,2590.477,2579.667,1868.168,1446.631,1684.71,1596.28,1541.16,2251.97,4541.52,4613.16,3021.1,2749.83,2028.31,1726.97
2014/3/10,1416.473,1338.656,1351.149,2002.502,4196.807,4274.663,2573.137,2560.166,1836.957,1437.274,1688.28,1600.76,1537.98,2246.89,4584.32,4631.73,3000.88,2729.05,1994.42,1715.8
2014/3/11,1363.245,1285.895,1301.481,1914.041,4108.557,4191.657,2492.063,2451.044,1753.197,1395.79,1624.84,1537.67,1481.44,2147.64,4487.92,4541.79,2906.33,2612.73,1903.48,1666.28
2014/3/12,1369.244,1296.535,1294.804,1911.212,4151.137,4251.066,2500.57,2450.693,1739.253,1396.125,1631.98,1550.39,1473.84,2144.46,4534.43,4606.16,2916.25,2612.35,1888.34,1666.68
2014/3/13,1360.532,1303.576,1295.231,1915.905,4126.627,4255.383,2520.499,2443.555,1733.9,1401.602,1621.6,1558.81,1474.33,2149.73,4507.66,4610.84,2939.49,2604.74,1882.53,1673.22
2014/3/14,1372.944,1309.674,1305.468,1938.338,4247.613,4284.603,2550.124,2481.565,1755.741,1426.736,1636.39,1566.1,1485.98,2174.9,4639.82,4642.5,2974.04,2645.26,1906.24,1703.22
2014/3/17,1352.188,1308.768,1291.836,1938.898,4202.148,4236.142,2530.917,2472.546,1747.884,1412.559,1611.66,1565.02,1470.46,2175.53,4590.15,4589.99,2951.64,2635.65,1897.71,1686.3
2014/3/18,1372.205,1327.672,1307.304,1976.562,4235.155,4293.482,2537.391,2531.941,1764.056,1420.302,1635.51,1587.62,1488.07,2217.79,4626.21,4652.12,2959.19,2698.96,1915.27,1695.54
2014/3/19,1365.657,1321.697,1309.701,2001.261,4263.576,4309.101,2519.726,2540.596,1779.085,1434.831,1627.71,1580.48,1490.8,2245.5,4657.25,4669.05,2938.59,2708.19,1931.59,1712.89
2014/3/20,1366.948,1321.148,1298.042,1982.101,4200.618,4276.63,2504.374,2540.214,1805.129,1429.466,1629.25,1579.82,1477.53,2224,4588.48,4633.86,2920.68,2707.78,1959.86,1706.48
2014/3/21,1346.467,1299.886,1282.642,1912.045,4116.145,4166.83,2492.788,2451.553,1763.351,1404.292,1604.84,1554.4,1460,2145.39,4496.21,4514.89,2907.17,2613.27,1914.51,1676.43
2014/3/24,1392.955,1331.786,1316.925,1973.637,4197.393,4230.344,2611.117,2484.522,1783.346,1440.414,1660.25,1592.54,1499.02,2214.5,4584.96,4583.71,3045.17,2648.41,1936.21,1719.55
2014/3/25,1403.467,1350.127,1338.456,1987.806,4196.54,4215.911,2639.272,2478.167,1788.021,1450.803,1672.78,1614.48,1523.53,2230.4,4584.03,4568.07,3078.01,2641.64,1941.29,1731.96
2014/3/26,1400.826,1346.997,1349.105,1996.404,4187.994,4219.522,2620.19,2495.906,1793.053,1466.906,1669.63,1610.73,1535.65,2240.05,4574.69,4571.99,3055.75,2660.55,1946.75,1751.18
2014/3/27,1390.721,1352.917,1343.643,2002.225,4147.404,4269.715,2615.46,2494.401,1797.644,1456.992,1657.58,1617.81,1529.43,2246.58,4530.36,4626.37,3050.24,2658.94,1951.74,1739.34
2014/3/28,1368.765,1341.382,1329.473,1974.584,4072.421,4205.62,2626.898,2434.158,1768.486,1448.466,1631.41,1604.02,1513.31,2215.57,4448.45,4556.92,3063.58,2594.73,1920.08,1729.17
2014/3/31,1368.922,1345.148,1321.496,1968.451,4019.399,4143.088,2640.628,2353.857,1705.183,1439.846,1631.6,1608.52,1504.23,2208.69,4390.53,4489.17,3079.59,2509.13,1851.35,1718.87
2014/4/1,1371.57,1341.025,1314.387,1941.843,4033.971,4131.308,2630.13,2350.037,1699.326,1439.506,1634.76,1603.59,1496.13,2178.83,4406.45,4476.4,3067.35,2505.06,1844.99,1718.47
2014/4/2,1380.017,1350.119,1325.115,1954.697,4107.021,4162.535,2637.533,2383.335,1742.907,1451.284,1644.83,1614.47,1508.35,2193.25,4486.24,4510.24,3075.98,2540.55,1892.31,1732.53
2014/4/3,1391.735,1367.289,1332.77,1957.529,4098.586,4113.181,2675.679,2369.283,1740.682,1459.997,1658.79,1635,1517.06,2196.43,4477.03,4456.76,3120.47,2525.57,1889.89,1742.93
2014/4/4,1382.072,1359.886,1319.979,1943.778,4088.014,4094.419,2649.304,2380.104,1742.024,1446.893,1647.27,1626.15,1502.5,2181,4465.48,4436.43,3089.71,2537.11,1891.35,1727.29
2014/4/8,1383.086,1376.874,1329.595,1961.696,4127.411,4128.078,2675.383,2424.192,1749.671,1459.424,1648.48,1646.46,1513.44,2201.11,4508.52,4472.9,3120.12,2584.1,1899.65,1742.25
2014/4/9,1414.317,1395.759,1356.18,2009.036,4222.632,4208.255,2764.049,2454.752,1775.742,1481.846,1685.71,1669.04,1543.71,2254.22,4612.53,4559.78,3223.53,2616.68,1927.96,1769.01
2014/4/10,1424.279,1399.515,1358.531,2027.123,4226.641,4235.536,2749.252,2504.843,1792.672,1483.255,1697.58,1673.53,1546.38,2274.52,4616.91,4589.34,3206.27,2670.08,1946.34,1770.7
2014/4/11,1439.579,1417.28,1383.51,2047.956,4280.256,4222.625,2821.531,2550.016,1801.009,1506.41,1715.82,1694.78,1574.81,2297.89,4675.48,4575.35,3290.56,2718.23,1955.39,1798.34
2014/4/14,1427.609,1402.116,1377.175,2052.971,4339.316,4257.972,2809.963,2524.848,1793.417,1504.677,1701.55,1676.64,1567.6,2303.52,4739.99,4613.65,3277.07,2691.4,1947.15,1796.27
2014/4/15,1435.261,1406.051,1379.698,2067.106,4351.198,4251.967,2790.696,2536.87,1798.811,1500.691,1710.67,1681.35,1570.48,2319.38,4755.34,4607.14,3254.6,2704.22,1953,1791.6
2014/4/16,1408.913,1385.351,1362.404,2030.363,4298.377,4214.719,2725.624,2546.793,1795.06,1484.985,1679.27,1656.6,1550.79,2278.15,4697.61,4566.78,3178.71,2714.79,1948.93,1772.85
2014/4/17,1411.638,1380.975,1360.998,2031.711,4279.516,4208.454,2738.953,2544.118,1811.668,1491.513,1682.51,1651.58,1549.19,2279.67,4677,4559.99,3194.26,2711.94,1966.96,1780.64
2014/4/18,1401.623,1375.33,1356.427,2029.529,4272.007,4188.423,2725.996,2541.541,1815.588,1481.017,1670.58,1644.83,1543.99,2277.22,4668.8,4538.29,3179.15,2709.19,1971.22,1768.11
2014/4/21,1405.587,1376.081,1354.313,2023.942,4289.789,4189.57,2725.993,2552.836,1825.837,1486.515,1675.3,1645.73,1541.58,2270.95,4688.23,4539.53,3179.14,2721.23,1982.35,1774.68
2014/4/22,1383.438,1356.778,1332.004,1986.554,4205.896,4132.509,2677.305,2513.361,1789.09,1466.224,1648.9,1622.64,1516.19,2229,4596.54,4477.71,3122.36,2679.16,1942.45,1750.45
2014/4/23,1389.295,1352.389,1333.451,1983.207,4204.432,4082.59,2715.888,2464.202,1776.941,1467.622,1655.88,1617.39,1517.83,2225.24,4594.94,4425.72,3167.36,2626.75,1929.26,1752.12
2014/4/24,1386.83,1349.329,1335.804,1964.036,4209.488,4063.285,2707.704,2452.021,1751.559,1467.69,1652.95,1613.73,1520.51,2203.73,4601.01,4404.79,3157.81,2615.68,1901.7,1752.2
2014/4/25,1389.524,1341.511,1326.7,1949.353,4185.642,4005.469,2718.679,2432.567,1712.597,1456.464,1656.16,1604.38,1510.15,2187.26,4579.29,4342.12,3170.61,2595.09,1859.4,1738.8
2014/4/28,1374.757,1323.985,1307.425,1917.012,4057.582,3939.567,2716.012,2378.875,1669.075,1445.128,1638.56,1583.42,1488.82,2150.97,4439.19,4270.67,3167.5,2537.81,1812.15,1725.27
2014/4/29,1332.985,1296.267,1282.622,1877.845,3939.686,3837.49,2691.203,2303.564,1625.589,1426.432,1588.77,1550.27,1460.57,2107.31,4310.21,4160.02,3138.57,2457.62,1764.93,1702.95
2014/4/30,1343.041,1309.323,1292.252,1918.111,4028.401,3876.562,2711.506,2352.074,1643.817,1435.195,1600.75,1565.89,1472.03,2152.49,4407.26,4202.37,3162.25,2509.38,1784.72,1713.41
2014/5/5,1339.905,1302.964,1297.598,1929.123,4093.706,3940.884,2698.504,2359.074,1648.393,1443.94,1597.02,1558.28,1478.12,2165.34,4478.71,4272.1,3147.09,2516.85,1789.69,1723.85
2014/5/6,1339.623,1309.412,1298.542,1935.112,4105.553,3973.162,2683.583,2377.481,1655.862,1445.174,1596.68,1565.99,1479.2,2172.06,4491.67,4307.09,3129.68,2537.38,1797.8,1725.32
2014/5/7,1338.223,1313.439,1304.312,1933.31,4104.785,3981.955,2676.521,2397.49,1675.541,1448.817,1595.01,1570.81,1485.77,2170.04,4490.83,4316.63,3121.45,2558.74,1819.17,1729.67
2014/5/8,1325.248,1298.599,1290.3,1902.803,4041.329,3933.954,2665.037,2346.81,1646.973,1433.081,1579.55,1553.06,1469.81,2135.8,4421.97,4264.59,3108.06,2504.65,1788.15,1710.88
2014/5/9,1339.017,1299.628,1292.589,1908.945,4032.56,3931.697,2670.34,2329.867,1660.369,1437.028,1595.96,1555.06,1472.41,2142.69,4412.37,4262.14,3114.24,2490.99,1802.7,1715.6
2014/5/12,1347.316,1306.755,1288.309,1893.365,4010.436,3922.206,2673.217,2297.928,1649.631,1429.739,1605.85,1563.59,1467.54,2125.2,4388.16,4251.85,3117.6,2456.84,1791.04,1706.89
2014/5/13,1413.172,1361.355,1319.16,1929.659,4079.564,3970.524,2715.384,2365.457,1677.273,1454.886,1684.34,1629.35,1502.68,2166.2,4463.8,4304.23,3166.77,2529.04,1821.05,1737.21
2014/5/14,1402.884,1349.957,1317.005,1927.214,4091.788,3965.876,2708.697,2357.052,1691.663,1455.709,1672.08,1615.71,1500.23,2163.45,4477.87,4300.75,3158.97,2520.05,1836.67,1738.2
2014/5/15,1396.311,1343.627,1315.274,1915.784,4041.034,3978.408,2709.217,2348.973,1688.79,1454.403,1664.25,1608.14,1498.58,2154.65,4422.33,4314.34,3159.58,2511.41,1833.55,1736.64
2014/5/16,1372.235,1316.505,1299.405,1882.603,3977.63,3923.819,2688.51,2298.153,1655.1,1439.882,1635.55,1575.67,1480.5,2117.33,4352.94,4256.11,3135.43,2457.08,1796.98,1719.3
2014/5/19,1372.464,1316.216,1304.364,1892.762,3968.865,3896.017,2687.095,2285.03,1648.211,1446.357,1635.82,1575.47,1486.15,2128.76,4344.34,4225.96,3133.78,2443.05,1789.5,1727.03
2014/5/20,1354.987,1308.051,1284.061,1877.885,3912.149,3843.076,2634.893,2267.948,1645.095,1447.292,1614.99,1567.32,1463.01,2112.48,4284.99,4168.53,3072.9,2429.33,1786.11,1728.14
2014/5/21,1353.435,1304.949,1283.137,1876.86,3886.256,3843.166,2641.956,2296.757,1653.481,1452.128,1613.14,1563.61,1461.96,2111.58,4256.63,4168.63,3081.14,2460.19,1795.22,1733.92
2014/5/22,1377.06,1313.169,1293.092,1892.08,3948.914,3871.384,2664.692,2327.474,1677.351,1460.796,1641.3,1573.55,1473.73,2129.86,4325.26,4199.24,3107.81,2493.1,1823.45,1745.67
2014/5/23,1371.097,1304.365,1287.713,1881.665,3934.338,3880.99,2663.727,2320.7,1664.327,1462.728,1634.98,1564.22,1467.6,2118.39,4309.3,4209.66,3109.54,2485.84,1812.05,1747.98
2014/5/26,1370.685,1312.106,1293.593,1891.533,3960.785,3912.13,2688.895,2380.775,1699.128,1470.578,1635.57,1573.51,1474.31,2137.08,4338.26,4243.89,3138.91,2551.28,1849.94,1759.56
2014/5/27,1372.549,1320.57,1298.599,1906.546,3981.001,3999.898,2688.012,2402.337,1708.923,1468.404,1637.8,1583.89,1480.15,2156.65,4364.99,4340.76,3137.88,2574.69,1861.91,1757.3
2014/5/28,1367.039,1312.458,1291.355,1896.077,3950.027,3982.797,2679.66,2389.012,1695.128,1467.643,1631.22,1574.16,1471.9,2144.81,4331.03,4322.2,3128.13,2560.41,1850.9,1756.39
2014/5/29,1378.054,1318.175,1298.304,1915.471,3968.158,4014.331,2706.303,2466.957,1742.537,1475.516,1644.36,1581.02,1479.82,2166.75,4350.91,4356.42,3159.24,2643.94,1902.66,1765.82
2014/5/30,1371.71,1306.198,1288.327,1896.508,3964.587,4004.198,2692.117,2439.171,1725.998,1468.3,1636.79,1566.65,1468.44,2145.3,4347,4345.43,3142.68,2614.16,1884.6,1757.18
2014/6/3,1369.936,1312.344,1289.692,1898.283,3967.69,4012.181,2686.645,2445.995,1742.256,1466.036,1634.68,1574.03,1470,2147.31,4350.4,4354.09,3136.29,2621.48,1902.35,1754.47
2014/6/4,1373.765,1310.285,1283.214,1892.826,3895.054,4024.599,2684.77,2434.701,1730.381,1466.936,1644.73,1570.79,1462.55,2141.36,4270.56,4367.87,3133.58,2608.56,1887.42,1754.64
2014/6/5,1367.907,1291.052,1270.048,1879.164,3870.853,3964.45,2660.922,2427.348,1709.034,1456.399,1638.41,1548.49,1447.61,2125.68,4244.22,4302.29,3106.26,2601.49,1866.08,1742.94
2014/6/6,1368.68,1305.39,1279.533,1900.75,3908.586,4006.184,2694.514,2454.548,1727.374,1466.085,1643.5,1565.68,1458.42,2150.1,4285.59,4347.58,3145.47,2630.64,1886.11,1754.53
2014/6/9,1358.112,1294.529,1272.363,1887.791,3868.684,4006.03,2672.344,2437.964,1717.997,1456.672,1630.81,1552.66,1450.25,2135.44,4241.84,4347.42,3119.59,2612.87,1875.87,1743.26
2014/6/10,1352.808,1291.544,1267.356,1887.273,3851.756,4014.738,2679.844,2412.66,1702.126,1457.0,1624.45,1549.08,1444.54,2134.85,4223.28,4356.86,3128.35,2585.75,1858.54,1743.66
2014/6/11,1367.688,1301.687,1281.457,1906.502,3877.299,4047.862,2718.172,2464.6,1718.01,1467.151,1642.31,1561.24,1460.61,2156.6,4251.29,4392.81,3173.09,2641.42,1875.88,1755.8
2014/6/12,1366.2,1303.255,1283.517,1913.397,3898.902,4095.266,2705.978,2483.577,1720.876,1479.311,1640.53,1563.13,1462.96,2164.4,4274.98,4444.26,3158.86,2661.75,1879.01,1770.36
2014/6/13,1359.735,1299.982,1285.272,1904.048,3900.766,4099.454,2696.036,2488.803,1720.215,1474.168,1632.76,1559.2,1465.03,2153.83,4277.02,4448.8,3147.25,2667.36,1878.29,1764.2
2014/6/16,1371.891,1310.228,1297.981,1926.036,3909.183,4111.697,2737.005,2524.403,1728.491,1469.061,1647.36,1571.49,1479.52,2181.61,4286.25,4462.09,3195.08,2705.51,1887.32,1767.58
2014/6/17,1382.69,1314.477,1311.013,1941.261,3930.433,4097.704,2768.492,2537.399,1748.964,1474.817,1662.19,1580.59,1495.97,2198.95,4311.55,4446.9,3231.83,2719.44,1909.68,1774.5
2014/6/18,1370.913,1305.026,1295.793,1915.039,3893.874,4064.563,2740.908,2539.36,1721.675,1458.485,1649.3,1569.39,1484.35,2171.83,4273.03,4410.94,3201.77,2722.25,1879.88,1760
2014/6/19,1365.552,1301.406,1287.694,1902.432,3869.914,4063.793,2728.083,2533.578,1717.796,1449.666,1642.85,1571,1475.07,2161.75,4248.45,4410.1,3186.79,2716.05,1875.65,1749.54
2014/6/20,1341.605,1274.579,1266.843,1868.498,3808.547,3997.421,2698.141,2438.852,1675.955,1431.742,1614.13,1538.93,1451.56,2123.28,4184.42,4341.83,3151.81,2615.84,1830.39,1728.88
