,000032.SH,000033.SH,000034.SH,000035.SH,000036.SH,000037.SH,000038.SH,000039.SH,000040.SH,000041.SH,H00032.SH,H00033.SH,H00034.SH,H00035.SH,H00036.SH,H00037.SH,H00038.SH,H00039.SH,H00040.SH,H00041.SH
2011/10/10,2807.155,2137.498,1799.036,1925.471,4351.23,3237.796,2563.309,2188.43,1803.613,1390.381,3169.09,2480.51,1964.99,2073.27,4630.82,3454.68,2796.55,2285.48,1931.04,1579.06
2011/10/11,2793.772,2116.052,1779.468,1900.553,4304.635,3252.89,2537.9,2177.815,1787.588,1386.232,3153.98,2455.63,1943.62,2046.44,4581.23,3470.78,2768.83,2274.39,1913.88,1574.35
2011/10/12,2673.438,2112.627,1782.948,1886.289,4279.5,3245.058,2575.582,2167.67,1792.359,1390.698,3018.13,2451.65,1947.42,2031.08,4554.48,3462.43,2809.94,2263.8,1918.99,1579.42
2011/10/13,2745.464,2180.316,1846.533,1958.581,4406.889,3348.277,2689.987,2237.226,1853.118,1426.61,3099.44,2530.2,2016.87,2108.92,4690.06,3572.56,2934.75,2336.44,1984.04,1620.2
2011/10/14,2760.05,2217.768,1865.702,1978.621,4460.944,3390.229,2692.806,2262.143,1883.524,1441.293,3115.91,2573.67,2037.81,2130.5,4747.59,3617.32,2937.83,2362.46,2016.59,1636.88
2011/10/17,2759.584,2203.597,1855.598,1966.096,4414.308,3368.575,2694.816,2257.892,1861.281,1435.839,3115.38,2557.22,2026.77,2117.01,4697.95,3594.22,2940.02,2358.02,1992.78,1630.68
2011/10/18,2765.543,2202.709,1856.49,1975.434,4463.08,3373.645,2713.569,2272.028,1897.168,1438.708,3122.11,2556.19,2027.74,2127.07,4749.86,3599.63,2960.48,2372.78,2031.2,1633.94
2011/10/19,2676.444,2111.137,1804.864,1919.436,4372.443,3289.183,2644.564,2222.248,1854.415,1400.638,3021.52,2449.92,1971.36,2066.77,4653.4,3509.51,2885.2,2320.79,1985.43,1590.71
2011/10/20,2672.285,2099.265,1800.512,1912.415,4364.295,3276.797,2646.868,2200.32,1843.027,1396.711,3016.83,2436.15,1966.8,2059.21,4644.73,3496.29,2887.71,2297.89,1973.24,1587.71
2011/10/21,2592.449,2041.335,1748.753,1861.855,4241.586,3194.573,2608.305,2137.99,1777.037,1371.995,2926.7,2368.92,1910.26,2004.77,4514.13,3408.56,2845.64,2232.8,1902.58,1559.61
2011/10/24,2557.574,2001.205,1732.34,1844.773,4231.731,3166.932,2628.934,2091.216,1746.15,1368.345,2887.33,2322.35,1892.33,1986.38,4503.64,3379.07,2868.14,2183.95,1869.51,1555.46
2011/10/25,2622.939,2046.541,1774.598,1892.851,4327.594,3234.452,2720.017,2113.861,1798.711,1390.768,2961.12,2374.96,1938.49,2038.14,4605.67,3451.11,2967.52,2207.6,1925.79,1580.95
2011/10/26,2698.864,2105.871,1809.028,1939.161,4408.088,3294.208,2744.773,2187.433,1839.457,1415.294,3046.84,2443.81,1976.1,2088.01,4691.33,3514.87,2994.52,2284.43,1969.41,1608.83
2011/10/27,2711.855,2140.469,1832.191,1978.362,4454.017,3355.377,2755.7,2189.074,1866.649,1426.678,3061.5,2483.96,2001.41,2130.38,4740.21,3580.14,3006.45,2286.15,1998.53,1621.77
2011/10/28,2713.772,2133.93,1835.598,1971.592,4452.766,3353.836,2778.177,2171.893,1849.078,1450.64,3063.67,2476.37,2005.13,2123.09,4738.88,3578.49,3030.97,2268.21,1979.71,1649.01
2011/10/31,2802.471,2183.0,1874.42,2010.771,4523.605,3404.229,2817.818,2216.107,1879.848,1473.379,3163.8,2533.32,2047.53,2165.28,4814.27,3632.26,3074.22,2314.38,2012.66,1674.86
2011/11/1,2789.533,2165.437,1872.079,2017.368,4552.611,3388.366,2791.705,2231.434,1892.055,1494.959,3149.19,2512.94,2044.98,2172.38,4845.14,3615.33,3045.73,2330.39,2025.73,1699.39
2011/11/2,2781.794,2152.594,1872.515,2024.624,4590.386,3410.392,2801.81,2247.68,1916.286,1502.307,3140.46,2498.03,2045.45,2180.2,4885.34,3638.83,3056.75,2347.35,2051.67,1707.74
2011/11/3,2804.555,2169.293,1902.659,2069.191,4669.683,3482.562,2856.696,2352.186,1988.94,1529.707,3166.15,2517.41,2078.38,2228.19,4969.74,3715.84,3116.63,2456.49,2129.46,1738.89
2011/11/4,2807.736,2193.585,1912.393,2072.786,4669.951,3517.053,2836.088,2374.472,1981.959,1516.139,3169.74,2545.6,2089.01,2232.06,4970.02,3752.64,3094.15,2479.77,2121.98,1723.47
2011/11/7,2831.065,2222.333,1928.797,2083.258,4701.055,3529.871,2850.119,2369.6,1999.425,1527.077,3196.08,2578.96,2106.93,2243.34,5003.13,3766.32,3109.46,2474.68,2140.68,1735.9
2011/11/8,2831.727,2214.87,1908.947,2063.986,4689.567,3530.505,2807.767,2358.003,1992.387,1520.987,3196.83,2570.3,2085.25,2222.58,4990.9,3766.99,3063.25,2462.57,2133.15,1728.98
2011/11/9,2854.659,2196.516,1893.14,2036.859,4658.38,3480.798,2809.794,2326.973,1950.244,1535.435,3222.72,2549,2067.98,2193.37,4957.71,3713.96,3065.46,2430.16,2088.03,1745.4
2011/11/10,2873.507,2216.244,1908.075,2062.685,4731.43,3505.608,2835.911,2380.999,1985.622,1542.418,3244,2571.9,2084.3,2221.18,5035.45,3740.43,3093.95,2486.58,2125.91,1753.34
2011/11/11,2815.119,2169.865,1874.44,2019.972,4674.343,3490.426,2769.357,2333.083,1974.703,1530.333,3178.08,2518.08,2047.56,2175.19,4974.7,3724.23,3021.34,2436.54,2114.22,1739.6
2011/11/14,2813.384,2165.732,1865.472,2021.097,4673.641,3485.996,2767.538,2340.817,1972.965,1534.246,3176.12,2513.28,2037.76,2176.4,4973.95,3719.5,3019.65,2444.62,2112.35,1744.05
2011/11/15,2897.325,2214.39,1900.056,2065.764,4755.269,3553.062,2817.099,2389.958,2016.676,1569.366,3270.88,2569.75,2075.54,2224.5,5060.82,3791.06,3073.73,2495.94,2159.15,1783.97
2011/11/16,2903.187,2215.591,1910.128,2062.753,4747.572,3564.956,2796.057,2420.834,2038.134,1595.927,3277.5,2571.14,2086.54,2221.25,5052.63,3803.75,3050.77,2528.18,2182.13,1814.16
2011/11/17,2808.429,2149.931,1859.613,2010.484,4639.623,3483.49,2714.682,2381.65,1991.463,1551.678,3170.53,2494.94,2031.36,2164.97,4937.75,3716.83,2961.98,2487.26,2132.16,1763.86
2011/11/18,2812.687,2138.277,1846.852,2003.075,4647.418,3473.123,2705.184,2360.892,1987.571,1556.898,3175.33,2481.42,2017.42,2156.99,4946.04,3705.77,2951.62,2465.59,2127.99,1769.8
2011/11/21,2734.071,2075.732,1811.144,1960.552,4577.1,3381.978,2669.623,2273.974,1921.807,1511.622,3086.58,2408.84,1978.41,2111.2,4871.21,3608.52,2912.82,2374.81,2057.58,1718.33
2011/11/22,2715.869,2077.713,1815.261,1966.406,4580.728,3383.707,2672.399,2271.495,1928.986,1507.755,3066.03,2411.14,1982.91,2117.51,4875.07,3610.36,2915.84,2372.22,2065.27,1713.93
2011/11/23,2701.216,2069.03,1808.497,1951.495,4641.732,3377.683,2676.016,2270.434,1945.132,1526.906,3049.49,2401.06,1975.52,2101.45,4939.99,3603.93,2919.79,2371.12,2082.56,1735.71
2011/11/24,2658.132,2044.268,1792.222,1935.567,4671.362,3373.384,2637.171,2253.126,1941.913,1528.267,3000.85,2372.32,1957.75,2084.3,4971.52,3599.35,2877.41,2353.04,2079.11,1737.25
2011/11/25,2651.843,2035.057,1785.997,1930.924,4712.03,3413.261,2654.066,2267.853,1943.255,1520.111,2993.75,2361.63,1950.94,2079.3,5014.8,3641.9,2895.84,2368.42,2080.55,1727.98
2011/11/28,2630.24,2028.168,1773.125,1915.429,4738.885,3401.121,2627.655,2243.297,1924.078,1508.799,2969.36,2353.64,1936.88,2062.61,5043.39,3628.94,2867.02,2342.78,2060.01,1715.12
2011/11/29,2642.75,2031.495,1769.735,1922.582,4753.651,3423.289,2630.829,2241.487,1877.031,1516.679,2983.49,2357.5,1933.18,2070.31,5059.1,3652.6,2871.03,2340.89,2009.64,1724.08
2011/11/30,2692.263,2065.302,1796.329,1948.963,4790.621,3461.001,2666.416,2280.232,1902.479,1533.887,3039.38,2396.73,1962.23,2098.72,5098.45,3692.83,2909.86,2381.35,2036.89,1743.64
2011/12/1,2587.128,1970.472,1729.294,1873.482,4678.997,3378.258,2589.706,2163.259,1830.366,1489.475,2920.69,2286.69,1889.01,2017.44,4979.65,3604.55,2826.15,2259.19,1959.68,1693.15
2011/12/2,2650.371,2024.178,1762.32,1906.765,4724.111,3446.239,2680.59,2190.532,1861.225,1495.702,2992.09,2349.01,1925.08,2053.28,5027.66,3677.08,2925.33,2287.67,1992.72,1700.23
2011/12/5,2605.081,1990.595,1742.306,1868.0,4679.795,3414.954,2676.924,2149.904,1814.086,1448.191,2940.96,2310.04,1903.22,2011.54,4980.5,3643.7,2921.33,2245.24,1942.25,1646.23
2011/12/6,2566.247,1946.546,1713.26,1818.45,4552.458,3315.653,2683.579,2069.718,1759.302,1411.838,2897.12,2258.92,1871.49,1958.18,4844.98,3537.75,2928.59,2161.5,1883.6,1604.9
2011/12/7,2575.103,1939.224,1707.101,1819.082,4509.968,3300.831,2676.416,2072.675,1764.818,1414.701,2907.12,2250.42,1864.76,1958.86,4799.76,3521.93,2920.78,2164.59,1889.5,1608.16
2011/12/8,2582.369,1942.149,1714.379,1825.421,4527.804,3312.992,2701.468,2081.817,1771.981,1417.883,2915.32,2253.82,1872.71,1965.69,4818.74,3534.91,2948.11,2174.13,1897.17,1611.77
2011/12/9,2574.176,1938.683,1712.584,1832.793,4474.566,3289.406,2703.393,2090.148,1778.899,1419.598,2906.07,2249.8,1870.75,1973.62,4762.08,3509.74,2950.22,2182.84,1904.58,1613.72
2011/12/12,2558.302,1912.377,1700.542,1809.406,4366.907,3256.85,2686.931,2060.082,1779.203,1428.677,2888.15,2219.27,1857.6,1948.44,4647.51,3475.01,2932.25,2151.44,1904.9,1624.04
2011/12/13,2525.802,1892.171,1683.789,1782.779,4301.544,3214.815,2671.743,2030.92,1768.774,1427.152,2851.46,2195.82,1839.3,1919.77,4577.94,3430.16,2915.68,2120.98,1893.74,1622.31
2011/12/14,2467.494,1824.028,1645.934,1732.665,4190.041,3136.451,2620.711,1950.403,1702.425,1404.633,2785.63,2116.74,1797.95,1865.8,4459.28,3346.54,2859.98,2036.89,1822.7,1596.71
2011/12/15,2433.012,1788.012,1621.258,1708.408,4115.373,3101.587,2612.566,1906.058,1676.969,1414.29,2746.71,2074.94,1770.99,1839.68,4379.81,3309.34,2851.1,1990.58,1795.45,1607.69
2011/12/16,2332.7,1705.897,1577.046,1676.942,4037.771,3054.889,2568.45,1878.69,1627.44,1414.543,2633.46,1979.65,1722.7,1805.8,4297.22,3259.52,2802.95,1962,1742.42,1607.98
2011/12/19,2389.115,1745.329,1609.816,1730.517,4076.916,3127.03,2619.714,1939.288,1650.48,1435.652,2697.15,2025.41,1758.49,1863.49,4338.88,3336.49,2858.9,2025.28,1767.09,1631.97
2011/12/20,2373.221,1728.5,1601.909,1737.762,4052.028,3143.296,2619.849,1961.943,1646.799,1446.948,2679.21,2005.88,1749.85,1871.29,4312.4,3353.85,2859.04,2048.95,1763.15,1644.81
2011/12/21,2372.937,1730.135,1594.909,1729.275,4029.407,3120.969,2611.808,1934.464,1643.38,1438.758,2678.89,2008.56,1742.21,1862.15,4288.32,3330.03,2850.27,2020.25,1759.48,1635.5
2011/12/22,2340.077,1692.778,1567.765,1698.523,3977.043,3082.43,2576.689,1894.429,1601.992,1419.312,2641.79,1965.19,1712.56,1829.04,4232.59,3288.9,2811.94,1978.44,1715.17,1613.4
2011/12/23,2356.619,1682.043,1567.265,1693.308,3950.036,3062.114,2580.758,1887.001,1571.01,1416.997,2660.46,1952.73,1712.01,1823.42,4203.85,3267.23,2816.38,1970.68,1682,1610.77
2011/12/26,2387.084,1701.445,1584.557,1714.362,3973.43,3069.584,2587.655,1901.802,1581.069,1449.388,2694.86,1975.25,1730.9,1846.09,4228.75,3275.2,2823.91,1986.14,1692.77,1647.59
2011/12/27,2365.154,1700.019,1570.096,1704.173,3902.401,3022.436,2563.405,1888.125,1580.688,1444.545,2670.1,1973.59,1715.1,1835.12,4153.15,3224.89,2797.45,1971.85,1692.36,1642.08
2011/12/28,2345.26,1667.675,1545.7,1668.633,3806.127,2956.486,2556.009,1823.255,1538.393,1419.747,2647.64,1936.05,1688.45,1796.85,4050.69,3154.52,2789.38,1904.11,1647.08,1613.89
2011/12/29,2366.511,1675.911,1545.565,1665.252,3801.22,2912.059,2558.074,1821.858,1528.373,1416.776,2671.63,1945.61,1688.31,1793.21,4045.47,3107.12,2791.63,1902.65,1636.35,1610.52
2011/12/30,2375.774,1663.871,1546.659,1677.072,3834.579,2920.989,2552.539,1829.446,1551.891,1424.57,2682.09,1931.63,1689.5,1805.94,4080.97,3116.65,2785.59,1910.57,1661.53,1619.37
2012/1/4,2407.921,1695.805,1567.04,1707.132,3895.216,2963.82,2590.269,1859.826,1573.927,1440.885,2718.38,1968.7,1711.77,1838.31,4145.51,3162.35,2826.76,1942.3,1685.13,1637.92
2012/1/5,2363.186,1665.089,1531.298,1677.154,3768.283,2891.462,2561.031,1790.858,1524.561,1424.587,2667.88,1933.04,1672.72,1806.03,4010.42,3085.15,2794.86,1870.27,1632.27,1619.39
2012/1/6,2337.746,1624.833,1508.065,1636.268,3646.322,2766.955,2583.103,1716.519,1481.427,1395.607,2639.16,1886.31,1647.34,1762,3880.62,2952.3,2818.94,1792.64,1586.09,1586.45
2012/1/9,2365.858,1644.502,1515.069,1629.389,3663.027,2744.793,2601.995,1746.673,1493.517,1404.678,2670.89,1909.14,1654.99,1754.59,3898.4,2928.65,2839.56,1824.13,1599.03,1596.76
2012/1/10,2513.519,1721.3,1563.398,1692.855,3751.361,2833.219,2669.303,1831.986,1542.326,1440.751,2837.59,1998.3,1707.79,1822.93,3992.41,3023,2913.01,1913.22,1651.29,1637.77
2012/1/11,2611.711,1811.094,1626.905,1761.435,3880.483,2929.594,2722.103,1903.262,1602.29,1468.426,2948.45,2102.54,1777.16,1896.78,4129.83,3125.83,2970.63,1987.66,1715.49,1669.23
2012/1/12,2600.936,1816.784,1618.593,1757.539,3862.849,2920.288,2701.668,1917.642,1603.317,1459.851,2936.28,2109.15,1768.08,1892.59,4111.06,3115.9,2948.33,2002.68,1716.59,1659.48
2012/1/13,2586.711,1831.546,1616.407,1749.442,3827.991,2913.371,2717.804,1906.488,1571.477,1460.124,2920.22,2126.29,1765.69,1883.87,4073.96,3108.52,2965.94,1991.03,1682.5,1659.79
2012/1/16,2564.835,1798.89,1581.741,1692.791,3740.309,2803.658,2697.557,1838.656,1522.751,1425.725,2895.53,2088.38,1727.82,1822.87,3980.65,2991.46,2943.85,1920.19,1630.33,1620.69
2012/1/17,2512.551,1734.461,1549.7,1646.923,3570.26,2695.827,2677.581,1790.364,1498.792,1403.09,2836.5,2013.58,1692.82,1773.47,3799.67,2876.41,2922.05,1869.76,1604.68,1594.96
2012/1/18,2669.495,1877.589,1633.967,1739.463,3722.465,2806.642,2771.73,1895.887,1552.112,1462.957,3013.68,2179.74,1784.87,1873.12,3961.66,2994.64,3024.79,1979.96,1661.77,1663.01
2012/1/19,2612.425,1868.699,1612.701,1711.105,3610.306,2681.395,2736.136,1849.411,1524.575,1440.606,2949.25,2169.42,1761.64,1842.59,3842.29,2861.01,2985.95,1931.42,1632.29,1637.6
2012/1/20,2642.355,1923.053,1636.164,1739.727,3678.545,2705.647,2795.921,1865.083,1534.015,1452.722,2983.04,2232.52,1787.27,1873.41,3914.91,2886.88,3051.19,1947.79,1642.39,1651.38
2012/1/30,2645.125,1929.154,1652.322,1764.538,3762.046,2796.88,2844.776,1882.709,1560.044,1461.796,2986.17,2239.6,1804.92,1900.13,4003.78,2984.23,3104.51,1966.2,1670.26,1661.69
2012/1/31,2604.286,1911.952,1626.779,1745.927,3740.564,2762.43,2783.322,1877.271,1524.169,1443.978,2940.06,2219.63,1777.02,1880.08,3980.92,2947.47,3037.44,1960.52,1631.85,1641.44
2012/2/1,2617.657,1908.787,1632.542,1742.5,3750.687,2762.237,2785.57,1886.627,1504.145,1454.656,2955.16,2215.96,1783.32,1876.39,3991.69,2947.26,3039.9,1970.29,1610.41,1653.58
2012/2/2,2574.028,1855.788,1613.508,1726.395,3758.241,2763.347,2737.922,1883.516,1483.623,1446.243,2905.9,2154.43,1762.52,1859.05,3999.73,2948.45,2987.9,1967.04,1588.44,1644.01
2012/2/3,2632.199,1898.933,1642.381,1759.162,3798.872,2794.934,2830.454,1918.703,1510.165,1459.13,2971.57,2204.52,1794.06,1894.34,4042.97,2982.15,3088.88,2003.79,1616.86,1658.66
2012/2/6,2639.607,1916.557,1654.607,1781.938,3840.176,2837.086,2855.365,1963.252,1525.822,1465.179,2979.94,2224.98,1807.42,1918.86,4086.93,3027.13,3116.06,2050.31,1633.62,1665.54
2012/2/7,2645.396,1919.869,1654.113,1790.023,3891.736,2868.758,2837.967,1972.896,1527.43,1465.657,2986.47,2228.82,1806.88,1927.57,4141.8,3060.92,3097.08,2060.38,1635.34,1666.08
2012/2/8,2600.123,1885.032,1621.885,1767.25,3841.486,2811.654,2784.889,1933.257,1514.765,1435.753,2935.36,2188.38,1771.68,1903.05,4088.32,2999.99,3039.15,2018.99,1621.78,1632.09
2012/2/9,2689.576,1973.478,1662.551,1806.25,3925.064,2861.681,2855.682,1994.433,1553.128,1464.478,3036.35,2291.06,1816.1,1945.04,4177.27,3053.37,3116.41,2082.87,1662.86,1664.74
2012/2/10,2689.686,1967.248,1664.987,1809.769,3944.771,2902.495,2851.679,2006.497,1547.726,1464.035,3036.47,2283.83,1818.76,1948.83,4198.25,3096.92,3112.04,2095.47,1657.07,1664.24
2012/2/13,2684.844,1968.556,1676.625,1813.231,3977.603,2906.059,2846.712,2002.909,1546.171,1460.543,3031.01,2285.35,1831.47,1952.56,4233.19,3100.72,3106.62,2091.73,1655.41,1660.27
2012/2/14,2684.26,1967.034,1680.044,1833.231,4027.448,2944.078,2822.923,2051.747,1554.331,1468.079,3030.35,2283.58,1835.21,1974.1,4286.24,3141.29,3080.66,2142.73,1664.15,1668.83
2012/2/15,2687.77,1957.225,1673.391,1828.123,4023.841,2952.115,2804.4,2035.987,1547.151,1464.652,3034.31,2272.19,1827.94,1968.6,4282.4,3149.86,3060.45,2126.27,1656.46,1664.94
2012/2/16,2711.588,1986.377,1701.045,1854.044,4048.877,2973.414,2821.799,2073.51,1572.604,1482.761,3061.2,2306.04,1858.15,1996.51,4309.04,3172.59,3079.43,2165.46,1683.71,1685.52
2012/2/17,2684.889,1972.691,1689.209,1846.84,4014.868,2970.256,2810.148,2068.131,1572.406,1504.971,3031.06,2290.15,1845.22,1988.75,4272.85,3169.22,3066.72,2159.84,1683.5,1710.77
2012/2/20,2671.929,1964.966,1692.368,1845.255,4010.449,2960.807,2822.99,2061.562,1571.452,1492.244,3016.43,2281.18,1848.67,1987.04,4268.14,3159.14,3080.73,2152.98,1682.48,1696.3
2012/2/21,2681.296,1975.213,1693.211,1851.668,3996.757,2949.409,2828.709,2054.45,1582.202,1487.491,3027,2293.07,1849.59,1993.95,4253.57,3146.97,3086.97,2145.55,1693.98,1690.9
2012/2/22,2704.882,1988.944,1705.573,1875.342,4066.57,2964.807,2850.269,2092.297,1589.947,1496.635,3053.63,2309.02,1863.09,2019.44,4327.87,3163.4,3110.5,2185.08,1702.28,1701.29
2012/2/23,2731.279,2015.236,1726.707,1921.625,4119.28,3012.894,2875.093,2135.958,1612.484,1505.304,3083.43,2339.54,1886.18,2069.28,4383.97,3214.71,3137.59,2230.68,1726.41,1711.15
2012/2/24,2756.626,2033.133,1734.787,1928.371,4151.678,3036.611,2869.291,2130.233,1606.992,1501.347,3112.05,2360.32,1895,2076.55,4418.45,3240.02,3131.26,2224.7,1720.53,1706.65
2012/2/27,2811.22,2058.784,1763.832,1948.879,4185.572,3068.086,2914.977,2143.628,1617.639,1510.98,3173.68,2390.09,1926.73,2098.63,4454.52,3273.6,3181.12,2238.69,1731.93,1717.6
2012/2/28,2811.674,2074.174,1772.083,1967.136,4216.715,3070.598,2912.9,2154.894,1616.061,1521.239,3174.19,2407.96,1935.74,2118.29,4487.66,3276.28,3178.85,2250.45,1730.24,1729.26
2012/2/29,2796.648,2077.876,1773.203,1964.273,4226.726,3044.807,2935.826,2156.009,1608.403,1533.586,3157.23,2412.26,1936.97,2115.21,4498.32,3248.76,3203.87,2251.62,1722.04,1743.3
2012/3/1,2768.335,2072.075,1748.198,1945.128,4214.311,3013.184,2901.609,2113.121,1584.963,1518.357,3125.26,2405.52,1909.65,2094.59,4485.11,3215.02,3166.53,2206.83,1696.94,1725.99
2012/3/2,2767.499,2056.668,1750.347,1954.481,4204.693,3005.638,2901.49,2138.273,1582.072,1524.803,3124.32,2387.64,1912,2104.66,4474.87,3206.97,3166.4,2233.09,1693.85,1733.31
2012/3/5,2818.906,2090.362,1779.162,2003.093,4242.201,3043.659,2947.317,2175.456,1601.91,1540.755,3182.36,2426.75,1943.48,2157.01,4514.79,3247.54,3216.41,2271.93,1715.09,1751.45
2012/3/6,2803.006,2089.934,1771.676,1988.293,4244.316,3022.229,2920.828,2174.232,1572.467,1522.105,3164.41,2426.26,1935.3,2141.08,4517.04,3224.67,3187.5,2270.65,1683.56,1730.25
2012/3/7,2742.199,2040.233,1744.363,1978.454,4192.918,2967.975,2876.533,2141.337,1539.294,1509.976,3095.76,2368.56,1905.47,2130.48,4462.34,3166.78,3139.16,2236.29,1648.05,1716.46
2012/3/8,2710.051,2010.624,1735.753,1966.552,4199.014,2959.345,2852.684,2117.223,1566.033,1501.126,3059.47,2334.18,1896.06,2117.66,4468.83,3157.58,3113.14,2211.11,1676.67,1706.4
2012/3/9,2743.506,2052.887,1755.429,1990.466,4252.063,2989.308,2887.285,2156.036,1572.711,1511.466,3097.23,2383.25,1917.55,2143.41,4525.28,3189.55,3150.9,2251.64,1683.82,1718.15
2012/3/12,2804.797,2086.347,1775.358,2010.625,4339.107,3025.937,2892.903,2187.365,1581.954,1536.269,3166.43,2422.09,1939.32,2165.12,4617.92,3228.63,3157.03,2284.36,1693.72,1746.35
2012/3/13,2790.52,2091.793,1774.589,2016.754,4378.38,3112.49,2861.265,2199.083,1582.34,1530.994,3150.31,2428.42,1938.48,2171.72,4659.72,3320.98,3122.5,2296.6,1694.13,1740.35
2012/3/14,2822.681,2109.032,1791.886,2022.003,4457.831,3115.787,2892.134,2249.935,1591.275,1540.025,3186.62,2448.43,1957.5,2177.37,4744.27,3324.5,3156.19,2349.71,1703.7,1750.62
2012/3/15,2720.138,2048.907,1734.09,1933.237,4355.853,3008.86,2836.888,2139.078,1545.484,1487.197,3070.85,2378.63,1894.37,2081.79,4635.74,3210.41,3095.9,2233.93,1654.67,1690.57
2012/3/16,2702.58,2009.118,1716.822,1911.701,4341.526,3041.017,2819.687,2107.122,1531.759,1474.035,3051.03,2332.62,1875.5,2058.6,4620.5,3244.72,3077.13,2200.56,1639.98,1675.6
2012/3/19,2733.897,2051.902,1733.213,1957.711,4502.255,3123.388,2839.765,2150.656,1551.473,1498.384,3086.39,2382.29,1893.41,2108.14,4791.55,3332.61,3099.04,2246.03,1661.08,1703.28
2012/3/20,2751.18,2093.329,1737.824,1965.037,4495.856,3163.374,2826.874,2173.413,1561.957,1503.424,3105.9,2430.39,1898.45,2116.03,4784.74,3375.27,3084.97,2269.79,1672.31,1709.01
2012/3/21,2716.715,2063.481,1702.423,1912.603,4391.938,3081.816,2782.544,2112.328,1525.203,1498.177,3066.99,2395.73,1859.77,2059.57,4674.15,3288.25,3036.59,2206,1632.96,1703.05
2012/3/22,2745.695,2093.835,1709.086,1907.295,4357.91,3072.662,2776.081,2122.683,1522.354,1496.539,3099.71,2430.97,1867.05,2053.85,4637.93,3278.48,3029.54,2216.81,1629.91,1701.19
2012/3/23,2723.723,2065.41,1706.106,1900.981,4338.643,3059.581,2791.998,2110.858,1528.17,1497.504,3074.9,2397.97,1863.8,2047.05,4617.43,3264.53,3046.91,2204.46,1636.14,1702.28
2012/3/26,2678.948,2038.069,1681.24,1865.551,4296.594,3003.835,2773.762,2073.589,1507.903,1477.982,3024.35,2366.23,1836.63,2008.9,4572.68,3205.05,3027.01,2165.54,1614.44,1680.09
2012/3/27,2682.02,2026.893,1677.577,1862.218,4331.767,3017.635,2780.418,2061.078,1506.801,1469.974,3027.82,2353.25,1832.63,2005.31,4610.11,3219.77,3034.27,2155.23,1613.26,1670.99
2012/3/28,2674.702,2047.201,1674.813,1859.499,4241.989,2981.143,2779.423,2057.128,1512.549,1465.681,3019.56,2376.83,1829.61,2002.39,4514.56,3180.83,3033.19,2151.1,1619.41,1666.11
2012/3/29,2571.003,1959.594,1623.692,1791.568,4128.034,2868.081,2728.77,1959.689,1453.434,1424.813,2902.49,2275.12,1773.76,1929.23,4393.29,3060.2,2977.91,2049.21,1556.12,1619.65
2012/3/30,2517.308,1919.183,1591.94,1768.703,4081.684,2835.758,2703.97,1914.812,1423.649,1413.207,2841.87,2228.2,1739.08,1905.74,4343.96,3025.71,2950.85,2002.28,1524.23,1606.46
2012/4/5,2528.623,1904.458,1603.811,1778.246,4025.402,2829.589,2744.302,1907.678,1425.071,1415.641,2854.65,2211.1,1752.05,1916.02,4284.06,3019.13,2994.86,1994.82,1525.75,1609.23
2012/4/6,2588.297,1972.724,1647.618,1823.823,4172.816,2898.732,2777.643,1971.064,1450.472,1435.427,2922.01,2290.36,1800.11,1965.13,4440.94,3092.9,3031.25,2061.1,1552.95,1631.72
2012/4/9,2595.414,1974.071,1646.032,1829.621,4204.821,2898.527,2782.836,1998.387,1453.137,1432.678,2930.05,2291.92,1798.37,1971.37,4475.01,3092.68,3036.91,2089.67,1555.8,1628.59
2012/4/10,2556.759,1964.911,1628.391,1804.857,4198.243,2856.684,2754.382,1965.905,1432.257,1418.801,2886.41,2281.29,1779.1,1944.69,4468.01,3048.04,3005.86,2055.71,1533.45,1612.82
2012/4/11,2588.5,1974.87,1647.387,1830.879,4224.102,2885.568,2782.561,1994.361,1448.317,1430.413,2922.24,2292.85,1799.85,1972.73,4495.53,3078.86,3036.61,2085.46,1550.64,1626.21
2012/4/12,2585.295,1970.17,1646.554,1847.025,4207.531,2882.27,2779.91,2005.897,1447.094,1427.435,2918.63,2287.93,1798.94,1990.13,4477.89,3075.34,3033.72,2097.53,1549.33,1622.83
2012/4/13,2646.099,2000.127,1672.466,1880.336,4276.426,2941.332,2847.469,2048.123,1468.194,1449.489,2987.27,2322.72,1827.25,2026.07,4559.24,3138.36,3107.45,2141.68,1571.92,1647.9
2012/4/16,2655.881,2020.055,1675.86,1891.247,4293.392,2953.869,2856.93,2064.704,1483.18,1460.69,2998.31,2345.86,1830.96,2037.82,4577.33,3151.73,3117.77,2159.02,1587.97,1660.64
2012/4/17,2648.145,2005.883,1674.513,1902.31,4279.778,2942.821,2848.677,2066.44,1489.547,1464.902,2989.58,2329.4,1829.49,2049.74,4562.81,3139.95,3108.77,2160.83,1594.78,1665.49
2012/4/18,2610.196,1983.724,1658.897,1876.888,4246.647,2939.345,2810.406,2046.661,1480.318,1448.55,2946.74,2303.67,1812.43,2022.35,4527.49,3136.24,3067,2140.15,1584.9,1646.9
2012/4/19,2677.209,2026.667,1705.704,1919.628,4297.213,2976.95,2877.563,2092.046,1505.193,1469.462,3022.39,2353.54,1863.57,2068.4,4581.4,3176.36,3140.29,2187.61,1611.54,1670.67
